request_id	goal_id	query_id	variant_id	service	operation	normalized_query	parameters	requested_at_utc	page_cursor	response_status	result_count	response_checksum	client_version	cache_status	attempt	retry_events	rate_limit_events	policy_url	policy_checked_date	cache_path	terminal_state
REQ-G02-0033	G02	QRY-004	QRY-004-ALL	arXiv	legacy_api_query_metadata	"(all:PageRank) AND (all:rank OR all:""ping-pong"" OR all:vectors OR all:""double-buffered"" OR all:rolling OR all:score OR all:""two-dimensional"" OR all:pull OR all:tiles OR all:""source-destination"" OR all:edge OR all:""external-memory"" OR all:processing OR all:""out-of-core"" OR all:""semi-external"" OR all:fixed OR all:buffer OR all:pool OR all:preallocated OR all:buffers OR all:capsule) AND (cat:cs.DS OR cat:cs.DC OR cat:cs.PF) AND NOT all:""distributed-only system"" AND NOT all:""GPU-only fit"" AND NOT all:""top-K without state model"""	max_results=15&search_query=%28all%3APageRank%29%20AND%20%28all%3Arank%20OR%20all%3A%22ping-pong%22%20OR%20all%3Avectors%20OR%20all%3A%22double-buffered%22%20OR%20all%3Arolling%20OR%20all%3Ascore%20OR%20all%3A%22two-dimensional%22%20OR%20all%3Apull%20OR%20all%3Atiles%20OR%20all%3A%22source-destination%22%20OR%20all%3Aedge%20OR%20all%3A%22external-memory%22%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%20OR%20all%3Afixed%20OR%20all%3Abuffer%20OR%20all%3Apool%20OR%20all%3Apreallocated%20OR%20all%3Abuffers%20OR%20all%3Acapsule%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DC%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22distributed-only%20system%22%20AND%20NOT%20all%3A%22GPU-only%20fit%22%20AND%20NOT%20all%3A%22top-K%20without%20state%20model%22&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:43:39Z	0	200	15	b7d4a1a6851575a735816d0926e62581017edaecedab82857a21d82855674759	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-004-ALL.xml	COMPLETE
REQ-G02-0034	G02	QRY-004	QRY-004-2001_2010	arXiv	legacy_api_query_metadata_invalidated_date_filter_refetch	"(all:PageRank) AND (all:rank OR all:""ping-pong"" OR all:vectors OR all:""double-buffered"" OR all:rolling OR all:score OR all:""two-dimensional"" OR all:pull OR all:tiles OR all:""source-destination"" OR all:edge OR all:""external-memory"" OR all:processing OR all:""out-of-core"" OR all:""semi-external"" OR all:fixed OR all:buffer OR all:pool OR all:preallocated OR all:buffers OR all:capsule) AND (cat:cs.DS OR cat:cs.DC OR cat:cs.PF) AND NOT all:""distributed-only system"" AND NOT all:""GPU-only fit"" AND NOT all:""top-K without state model"" AND submittedDate:[200101010000 TO 201012312359]"	max_results=15&search_query=%28all%3APageRank%29%20AND%20%28all%3Arank%20OR%20all%3A%22ping-pong%22%20OR%20all%3Avectors%20OR%20all%3A%22double-buffered%22%20OR%20all%3Arolling%20OR%20all%3Ascore%20OR%20all%3A%22two-dimensional%22%20OR%20all%3Apull%20OR%20all%3Atiles%20OR%20all%3A%22source-destination%22%20OR%20all%3Aedge%20OR%20all%3A%22external-memory%22%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%20OR%20all%3Afixed%20OR%20all%3Abuffer%20OR%20all%3Apool%20OR%20all%3Apreallocated%20OR%20all%3Abuffers%20OR%20all%3Acapsule%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DC%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22distributed-only%20system%22%20AND%20NOT%20all%3A%22GPU-only%20fit%22%20AND%20NOT%20all%3A%22top-K%20without%20state%20model%22%20AND%20submittedDate%3A%5B200101010000%20TO%20201012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:43:45Z	0	200	15	0f92106c2892c89017092ae2e0739cb7cf231ee6424059f8399e7832500e0095	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-004-2001_2010.datefilter-invalid.xml	FAILED
REQ-G02-0035	G02	QRY-004	QRY-004-2011_2020	arXiv	legacy_api_query_metadata_invalidated_date_filter_not_retried_request_cap	"(all:PageRank) AND (all:rank OR all:""ping-pong"" OR all:vectors OR all:""double-buffered"" OR all:rolling OR all:score OR all:""two-dimensional"" OR all:pull OR all:tiles OR all:""source-destination"" OR all:edge OR all:""external-memory"" OR all:processing OR all:""out-of-core"" OR all:""semi-external"" OR all:fixed OR all:buffer OR all:pool OR all:preallocated OR all:buffers OR all:capsule) AND (cat:cs.DS OR cat:cs.DC OR cat:cs.PF) AND NOT all:""distributed-only system"" AND NOT all:""GPU-only fit"" AND NOT all:""top-K without state model"" AND submittedDate:[201101010000 TO 202012312359]"	max_results=15&search_query=%28all%3APageRank%29%20AND%20%28all%3Arank%20OR%20all%3A%22ping-pong%22%20OR%20all%3Avectors%20OR%20all%3A%22double-buffered%22%20OR%20all%3Arolling%20OR%20all%3Ascore%20OR%20all%3A%22two-dimensional%22%20OR%20all%3Apull%20OR%20all%3Atiles%20OR%20all%3A%22source-destination%22%20OR%20all%3Aedge%20OR%20all%3A%22external-memory%22%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%20OR%20all%3Afixed%20OR%20all%3Abuffer%20OR%20all%3Apool%20OR%20all%3Apreallocated%20OR%20all%3Abuffers%20OR%20all%3Acapsule%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DC%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22distributed-only%20system%22%20AND%20NOT%20all%3A%22GPU-only%20fit%22%20AND%20NOT%20all%3A%22top-K%20without%20state%20model%22%20AND%20submittedDate%3A%5B201101010000%20TO%20202012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:43:49Z	0	200	15	d00bfea529270d92804577ec789cddb1bb1d1bca20a119a7191d9a822af902e0	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-004-2011_2020.datefilter-invalid.xml	FAILED
REQ-G02-0036	G02	QRY-004	QRY-004-2021_CURRENT	arXiv	legacy_api_query_metadata_invalidated_date_filter_not_retried_request_cap	"(all:PageRank) AND (all:rank OR all:""ping-pong"" OR all:vectors OR all:""double-buffered"" OR all:rolling OR all:score OR all:""two-dimensional"" OR all:pull OR all:tiles OR all:""source-destination"" OR all:edge OR all:""external-memory"" OR all:processing OR all:""out-of-core"" OR all:""semi-external"" OR all:fixed OR all:buffer OR all:pool OR all:preallocated OR all:buffers OR all:capsule) AND (cat:cs.DS OR cat:cs.DC OR cat:cs.PF) AND NOT all:""distributed-only system"" AND NOT all:""GPU-only fit"" AND NOT all:""top-K without state model"" AND submittedDate:[202101010000 TO 202608112359]"	max_results=15&search_query=%28all%3APageRank%29%20AND%20%28all%3Arank%20OR%20all%3A%22ping-pong%22%20OR%20all%3Avectors%20OR%20all%3A%22double-buffered%22%20OR%20all%3Arolling%20OR%20all%3Ascore%20OR%20all%3A%22two-dimensional%22%20OR%20all%3Apull%20OR%20all%3Atiles%20OR%20all%3A%22source-destination%22%20OR%20all%3Aedge%20OR%20all%3A%22external-memory%22%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%20OR%20all%3Afixed%20OR%20all%3Abuffer%20OR%20all%3Apool%20OR%20all%3Apreallocated%20OR%20all%3Abuffers%20OR%20all%3Acapsule%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DC%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22distributed-only%20system%22%20AND%20NOT%20all%3A%22GPU-only%20fit%22%20AND%20NOT%20all%3A%22top-K%20without%20state%20model%22%20AND%20submittedDate%3A%5B202101010000%20TO%20202608112359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:43:54Z	0	200	15	7c54a1998440562c4242c4f95243d5d7c0a0080304a54050657eb62aea32ec46	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-004-2021_CURRENT.datefilter-invalid.xml	FAILED
REQ-G02-0037	G02	QRY-005	QRY-005-ALL	arXiv	legacy_api_query_metadata	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:frontier OR all:""push-pull"" OR all:switching OR all:""direction-optimizing"" OR all:BFS OR all:adaptive OR all:traversal OR all:visited OR all:bitmap OR all:bitset OR all:""seen-node"" OR all:mask OR all:virtualization OR all:spillable OR all:runs) AND (cat:cs.DS OR cat:cs.PF) AND NOT all:""all-pairs shortest paths"" AND NOT all:""generic traversal survey"" AND NOT all:""unbounded enumeration"""	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3Afrontier%20OR%20all%3A%22push-pull%22%20OR%20all%3Aswitching%20OR%20all%3A%22direction-optimizing%22%20OR%20all%3ABFS%20OR%20all%3Aadaptive%20OR%20all%3Atraversal%20OR%20all%3Avisited%20OR%20all%3Abitmap%20OR%20all%3Abitset%20OR%20all%3A%22seen-node%22%20OR%20all%3Amask%20OR%20all%3Avirtualization%20OR%20all%3Aspillable%20OR%20all%3Aruns%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22all-pairs%20shortest%20paths%22%20AND%20NOT%20all%3A%22generic%20traversal%20survey%22%20AND%20NOT%20all%3A%22unbounded%20enumeration%22&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:43:59Z	0	200	15	e29e5274ac57764cfdae6cb922d88d135dbb33d7e75abd834fa8fcfa8ea0ce67	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-005-ALL.xml	COMPLETE
REQ-G02-0038	G02	QRY-005	QRY-005-PRE2001	arXiv	legacy_api_query_metadata_invalidated_date_filter_refetch	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:frontier OR all:""push-pull"" OR all:switching OR all:""direction-optimizing"" OR all:BFS OR all:adaptive OR all:traversal OR all:visited OR all:bitmap OR all:bitset OR all:""seen-node"" OR all:mask OR all:virtualization OR all:spillable OR all:runs) AND (cat:cs.DS OR cat:cs.PF) AND NOT all:""all-pairs shortest paths"" AND NOT all:""generic traversal survey"" AND NOT all:""unbounded enumeration"" AND submittedDate:[197001010000 TO 200012312359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3Afrontier%20OR%20all%3A%22push-pull%22%20OR%20all%3Aswitching%20OR%20all%3A%22direction-optimizing%22%20OR%20all%3ABFS%20OR%20all%3Aadaptive%20OR%20all%3Atraversal%20OR%20all%3Avisited%20OR%20all%3Abitmap%20OR%20all%3Abitset%20OR%20all%3A%22seen-node%22%20OR%20all%3Amask%20OR%20all%3Avirtualization%20OR%20all%3Aspillable%20OR%20all%3Aruns%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22all-pairs%20shortest%20paths%22%20AND%20NOT%20all%3A%22generic%20traversal%20survey%22%20AND%20NOT%20all%3A%22unbounded%20enumeration%22%20AND%20submittedDate%3A%5B197001010000%20TO%20200012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:04Z	0	200	15	bce58af319fee43e2fd4bbd2883b6b73f1fde8c0d3ebbda81f057cb50a805294	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-005-PRE2001.datefilter-invalid.xml	FAILED
REQ-G02-0039	G02	QRY-005	QRY-005-2001_2010	arXiv	legacy_api_query_metadata_invalidated_date_filter_refetch	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:frontier OR all:""push-pull"" OR all:switching OR all:""direction-optimizing"" OR all:BFS OR all:adaptive OR all:traversal OR all:visited OR all:bitmap OR all:bitset OR all:""seen-node"" OR all:mask OR all:virtualization OR all:spillable OR all:runs) AND (cat:cs.DS OR cat:cs.PF) AND NOT all:""all-pairs shortest paths"" AND NOT all:""generic traversal survey"" AND NOT all:""unbounded enumeration"" AND submittedDate:[200101010000 TO 201012312359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3Afrontier%20OR%20all%3A%22push-pull%22%20OR%20all%3Aswitching%20OR%20all%3A%22direction-optimizing%22%20OR%20all%3ABFS%20OR%20all%3Aadaptive%20OR%20all%3Atraversal%20OR%20all%3Avisited%20OR%20all%3Abitmap%20OR%20all%3Abitset%20OR%20all%3A%22seen-node%22%20OR%20all%3Amask%20OR%20all%3Avirtualization%20OR%20all%3Aspillable%20OR%20all%3Aruns%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22all-pairs%20shortest%20paths%22%20AND%20NOT%20all%3A%22generic%20traversal%20survey%22%20AND%20NOT%20all%3A%22unbounded%20enumeration%22%20AND%20submittedDate%3A%5B200101010000%20TO%20201012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:08Z	0	200	15	a7061232319bcd19879b3fdb4a08046ee785463ac0a34517974d4789db092bfe	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-005-2001_2010.datefilter-invalid.xml	FAILED
REQ-G02-0040	G02	QRY-005	QRY-005-2011_2020	arXiv	legacy_api_query_metadata_invalidated_date_filter_not_retried_request_cap	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:frontier OR all:""push-pull"" OR all:switching OR all:""direction-optimizing"" OR all:BFS OR all:adaptive OR all:traversal OR all:visited OR all:bitmap OR all:bitset OR all:""seen-node"" OR all:mask OR all:virtualization OR all:spillable OR all:runs) AND (cat:cs.DS OR cat:cs.PF) AND NOT all:""all-pairs shortest paths"" AND NOT all:""generic traversal survey"" AND NOT all:""unbounded enumeration"" AND submittedDate:[201101010000 TO 202012312359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3Afrontier%20OR%20all%3A%22push-pull%22%20OR%20all%3Aswitching%20OR%20all%3A%22direction-optimizing%22%20OR%20all%3ABFS%20OR%20all%3Aadaptive%20OR%20all%3Atraversal%20OR%20all%3Avisited%20OR%20all%3Abitmap%20OR%20all%3Abitset%20OR%20all%3A%22seen-node%22%20OR%20all%3Amask%20OR%20all%3Avirtualization%20OR%20all%3Aspillable%20OR%20all%3Aruns%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22all-pairs%20shortest%20paths%22%20AND%20NOT%20all%3A%22generic%20traversal%20survey%22%20AND%20NOT%20all%3A%22unbounded%20enumeration%22%20AND%20submittedDate%3A%5B201101010000%20TO%20202012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:13Z	0	200	15	ede33f7a64d91fa0e2aa44b53b03032c39e161bd2320694157b18b546db7c069	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-005-2011_2020.datefilter-invalid.xml	FAILED
REQ-G02-0041	G02	QRY-005	QRY-005-2021_CURRENT	arXiv	legacy_api_query_metadata_invalidated_date_filter_not_retried_request_cap	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:frontier OR all:""push-pull"" OR all:switching OR all:""direction-optimizing"" OR all:BFS OR all:adaptive OR all:traversal OR all:visited OR all:bitmap OR all:bitset OR all:""seen-node"" OR all:mask OR all:virtualization OR all:spillable OR all:runs) AND (cat:cs.DS OR cat:cs.PF) AND NOT all:""all-pairs shortest paths"" AND NOT all:""generic traversal survey"" AND NOT all:""unbounded enumeration"" AND submittedDate:[202101010000 TO 202608112359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3Afrontier%20OR%20all%3A%22push-pull%22%20OR%20all%3Aswitching%20OR%20all%3A%22direction-optimizing%22%20OR%20all%3ABFS%20OR%20all%3Aadaptive%20OR%20all%3Atraversal%20OR%20all%3Avisited%20OR%20all%3Abitmap%20OR%20all%3Abitset%20OR%20all%3A%22seen-node%22%20OR%20all%3Amask%20OR%20all%3Avirtualization%20OR%20all%3Aspillable%20OR%20all%3Aruns%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.PF%29%20AND%20NOT%20all%3A%22all-pairs%20shortest%20paths%22%20AND%20NOT%20all%3A%22generic%20traversal%20survey%22%20AND%20NOT%20all%3A%22unbounded%20enumeration%22%20AND%20submittedDate%3A%5B202101010000%20TO%20202608112359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:17Z	0	200	15	5b29d64aedf0267ef77d7c7a82011bd4edb4ff05655526c56bbe9f14e8ec9f95	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-005-2021_CURRENT.datefilter-invalid.xml	FAILED
REQ-G02-0042	G02	QRY-006	QRY-006-ALL	arXiv	legacy_api_query_metadata	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:""source-range"" OR all:edge OR all:channels OR all:""frontier-addressable"" OR all:blocks OR all:typed OR all:external OR all:predecessor OR all:slabs OR all:spilled OR all:parent OR all:array OR all:disk OR all:tape OR all:spillable OR all:priority OR all:queue OR all:""external-memory"" OR all:bounded OR all:heap OR all:processing OR all:""out-of-core"" OR all:""semi-external"") AND (cat:cs.DS OR cat:cs.DB OR cat:cs.DC) AND NOT all:""in-memory-only BFS"" AND NOT all:""routing application only"" AND NOT all:""no memory model"""	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3A%22source-range%22%20OR%20all%3Aedge%20OR%20all%3Achannels%20OR%20all%3A%22frontier-addressable%22%20OR%20all%3Ablocks%20OR%20all%3Atyped%20OR%20all%3Aexternal%20OR%20all%3Apredecessor%20OR%20all%3Aslabs%20OR%20all%3Aspilled%20OR%20all%3Aparent%20OR%20all%3Aarray%20OR%20all%3Adisk%20OR%20all%3Atape%20OR%20all%3Aspillable%20OR%20all%3Apriority%20OR%20all%3Aqueue%20OR%20all%3A%22external-memory%22%20OR%20all%3Abounded%20OR%20all%3Aheap%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DB%20OR%20cat%3Acs.DC%29%20AND%20NOT%20all%3A%22in-memory-only%20BFS%22%20AND%20NOT%20all%3A%22routing%20application%20only%22%20AND%20NOT%20all%3A%22no%20memory%20model%22&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:22Z	0	200	15	bb5c0eb5f4163c5baf35188464de7598c7ca9421fbd9da544aa060380144ee7b	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-006-ALL.xml	COMPLETE
REQ-G02-0043	G02	QRY-006	QRY-006-PRE2001	arXiv	legacy_api_query_metadata_invalidated_date_filter_refetch	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:""source-range"" OR all:edge OR all:channels OR all:""frontier-addressable"" OR all:blocks OR all:typed OR all:external OR all:predecessor OR all:slabs OR all:spilled OR all:parent OR all:array OR all:disk OR all:tape OR all:spillable OR all:priority OR all:queue OR all:""external-memory"" OR all:bounded OR all:heap OR all:processing OR all:""out-of-core"" OR all:""semi-external"") AND (cat:cs.DS OR cat:cs.DB OR cat:cs.DC) AND NOT all:""in-memory-only BFS"" AND NOT all:""routing application only"" AND NOT all:""no memory model"" AND submittedDate:[197001010000 TO 200012312359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3A%22source-range%22%20OR%20all%3Aedge%20OR%20all%3Achannels%20OR%20all%3A%22frontier-addressable%22%20OR%20all%3Ablocks%20OR%20all%3Atyped%20OR%20all%3Aexternal%20OR%20all%3Apredecessor%20OR%20all%3Aslabs%20OR%20all%3Aspilled%20OR%20all%3Aparent%20OR%20all%3Aarray%20OR%20all%3Adisk%20OR%20all%3Atape%20OR%20all%3Aspillable%20OR%20all%3Apriority%20OR%20all%3Aqueue%20OR%20all%3A%22external-memory%22%20OR%20all%3Abounded%20OR%20all%3Aheap%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DB%20OR%20cat%3Acs.DC%29%20AND%20NOT%20all%3A%22in-memory-only%20BFS%22%20AND%20NOT%20all%3A%22routing%20application%20only%22%20AND%20NOT%20all%3A%22no%20memory%20model%22%20AND%20submittedDate%3A%5B197001010000%20TO%20200012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:26Z	0	200	15	7e61c0ba52fc1cd8f12aa80bcbb4669ca47a6c1d5eff3e0558ce4c875c97b310	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-006-PRE2001.datefilter-invalid.xml	FAILED
REQ-G02-0044	G02	QRY-006	QRY-006-2001_2010	arXiv	legacy_api_query_metadata_invalidated_date_filter_refetch	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:""source-range"" OR all:edge OR all:channels OR all:""frontier-addressable"" OR all:blocks OR all:typed OR all:external OR all:predecessor OR all:slabs OR all:spilled OR all:parent OR all:array OR all:disk OR all:tape OR all:spillable OR all:priority OR all:queue OR all:""external-memory"" OR all:bounded OR all:heap OR all:processing OR all:""out-of-core"" OR all:""semi-external"") AND (cat:cs.DS OR cat:cs.DB OR cat:cs.DC) AND NOT all:""in-memory-only BFS"" AND NOT all:""routing application only"" AND NOT all:""no memory model"" AND submittedDate:[200101010000 TO 201012312359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3A%22source-range%22%20OR%20all%3Aedge%20OR%20all%3Achannels%20OR%20all%3A%22frontier-addressable%22%20OR%20all%3Ablocks%20OR%20all%3Atyped%20OR%20all%3Aexternal%20OR%20all%3Apredecessor%20OR%20all%3Aslabs%20OR%20all%3Aspilled%20OR%20all%3Aparent%20OR%20all%3Aarray%20OR%20all%3Adisk%20OR%20all%3Atape%20OR%20all%3Aspillable%20OR%20all%3Apriority%20OR%20all%3Aqueue%20OR%20all%3A%22external-memory%22%20OR%20all%3Abounded%20OR%20all%3Aheap%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DB%20OR%20cat%3Acs.DC%29%20AND%20NOT%20all%3A%22in-memory-only%20BFS%22%20AND%20NOT%20all%3A%22routing%20application%20only%22%20AND%20NOT%20all%3A%22no%20memory%20model%22%20AND%20submittedDate%3A%5B200101010000%20TO%20201012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:31Z	0	200	15	817832ff282037f3990494eaf208ea1408b0bd345a2a2fdfbaf19c795218a359	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-006-2001_2010.datefilter-invalid.xml	FAILED
REQ-G02-0045	G02	QRY-006	QRY-006-2011_2020	arXiv	legacy_api_query_metadata_invalidated_date_filter_not_retried_request_cap	"(all:BFS OR all:""breadth-first search"" OR all:""bounded reachability"") AND (all:""source-range"" OR all:edge OR all:channels OR all:""frontier-addressable"" OR all:blocks OR all:typed OR all:external OR all:predecessor OR all:slabs OR all:spilled OR all:parent OR all:array OR all:disk OR all:tape OR all:spillable OR all:priority OR all:queue OR all:""external-memory"" OR all:bounded OR all:heap OR all:processing OR all:""out-of-core"" OR all:""semi-external"") AND (cat:cs.DS OR cat:cs.DB OR cat:cs.DC) AND NOT all:""in-memory-only BFS"" AND NOT all:""routing application only"" AND NOT all:""no memory model"" AND submittedDate:[201101010000 TO 202012312359]"	max_results=15&search_query=%28all%3ABFS%20OR%20all%3A%22breadth-first%20search%22%20OR%20all%3A%22bounded%20reachability%22%29%20AND%20%28all%3A%22source-range%22%20OR%20all%3Aedge%20OR%20all%3Achannels%20OR%20all%3A%22frontier-addressable%22%20OR%20all%3Ablocks%20OR%20all%3Atyped%20OR%20all%3Aexternal%20OR%20all%3Apredecessor%20OR%20all%3Aslabs%20OR%20all%3Aspilled%20OR%20all%3Aparent%20OR%20all%3Aarray%20OR%20all%3Adisk%20OR%20all%3Atape%20OR%20all%3Aspillable%20OR%20all%3Apriority%20OR%20all%3Aqueue%20OR%20all%3A%22external-memory%22%20OR%20all%3Abounded%20OR%20all%3Aheap%20OR%20all%3Aprocessing%20OR%20all%3A%22out-of-core%22%20OR%20all%3A%22semi-external%22%29%20AND%20%28cat%3Acs.DS%20OR%20cat%3Acs.DB%20OR%20cat%3Acs.DC%29%20AND%20NOT%20all%3A%22in-memory-only%20BFS%22%20AND%20NOT%20all%3A%22routing%20application%20only%22%20AND%20NOT%20all%3A%22no%20memory%20model%22%20AND%20submittedDate%3A%5B201101010000%20TO%20202012312359%5D&sortBy=relevance&sortOrder=descending&start=0	2026-08-11T06:44:36Z	0	200	15	a300919506a96ecef1309a90dc0f8f1200ce3fb230cc6f1e4e307ecaa2648685	KnightBusArxivPatternFoundry/0.1	MISS	1	NONE	NONE	https://info.arxiv.org/help/api/tou.html	2026-08-11	arxiv-reference/cache/g02/arxiv/QRY-006-2011_2020.datefilter-invalid.xml	FAILED
