source_paper_id	target_paper_id	edge_type	discovery_source	relevance_reason	verified_at
PAPER-2305.11053	PAPER-1409.2138	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2305.11053	PAPER-2009.03038	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2305.11053	PAPER-2104.04908	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2312.04876	PAPER-1304.4453	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2401.01019	PAPER-1006.2880	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2401.01019	PAPER-1304.4658	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2401.01019	PAPER-1404.3181	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2401.01019	PAPER-1507.05999	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2401.01019	PAPER-HASH-0232e71ded2b5c43	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2401.01019	PAPER-HASH-a6526d4be4c1a086	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2401.01019	PAPER-HASH-c5ac9d53375f623d	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2404.08299	PAPER-1709.07122	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2404.16267	PAPER-1006.2880	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2404.16267	PAPER-1204.5500	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2404.16267	PAPER-1304.4658	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2404.16267	PAPER-1404.3181	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2404.16267	PAPER-1507.05999	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2404.16267	PAPER-2403.12648	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2404.16267	PAPER-HASH-ab142af809564673	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2404.16267	PAPER-HASH-ac0722ebee7acc4d	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2404.16267	PAPER-HASH-c2a6a5317d82ac28	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2404.19634	PAPER-1304.4453	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2407.19562	PAPER-2104.09616	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2412.07729	PAPER-HASH-0c6610e30e77c3b7	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2412.07729	PAPER-HASH-798485e57ea536c2	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2412.07729	PAPER-HASH-a86a6676a8be12e6	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2412.11963	PAPER-2305.11053	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2503.00430	PAPER-1908.01407	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2503.00430	PAPER-HASH-43fa164ab383630c	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2503.00430	PAPER-HASH-6ff704db6b1236c3	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2504.16481	PAPER-2401.01019	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2504.16481	PAPER-2404.16267	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2507.12925	PAPER-HASH-2d35f96d423f4ddb	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2507.12925	PAPER-HASH-9b43309b046b4742	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2507.12925	PAPER-HASH-ecaa8a2220cf17a9	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2508.01257	PAPER-2401.01019	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2508.01257	PAPER-2404.16267	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2509.20204	PAPER-2412.07729	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2510.08010	PAPER-2404.16267	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2511.07886	PAPER-1205.6233	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2511.07886	PAPER-HASH-c2a6a5317d82ac28	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2511.07886	PAPER-HASH-d84dd734ef8e9856	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2512.11129	PAPER-2412.07729	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2602.11052	PAPER-2010.09913	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2602.20748	PAPER-2412.07729	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2602.21514	PAPER-1603.09320	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2602.21514	PAPER-2101.12631	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2602.21514	PAPER-2502.05575	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2602.21514	PAPER-HASH-940c3a3c1948585f	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2603.08937	PAPER-2305.11053	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2605.02171	PAPER-1603.09320	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2605.02171	PAPER-2602.21247	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-2605.02171	PAPER-HASH-210725670d671170	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2605.02171	PAPER-HASH-cc7ec0e13d566d08	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2605.02171	PAPER-HASH-fac1e04b53cbfc58	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2605.17524	PAPER-2605.02171	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2605.17992	PAPER-2603.01779	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2605.19335	PAPER-2602.21514	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2607.20881	PAPER-2511.07886	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2608.07254	PAPER-1810.08473	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-2608.07903	PAPER-1810.08473	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-HASH-014b9453d75bfabe	PAPER-0708.4284	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-0495381e6d64fca8	PAPER-2104.09616	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-HASH-17ef9269d3b8ed46	PAPER-1708.07271	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-22a322abb4cef920	PAPER-2511.07886	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-2d128f9e147003dd	PAPER-2012.10026	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-30d2a0e04327c2df	PAPER-1603.01876	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-30d2a0e04327c2df	PAPER-1603.01876	IMPLEMENTS	SEMANTIC_SCHOLAR_METADATA_SCREEN	DERIVED_INFERENCE: TITLE_TOKEN=implementation; TARGET_TITLE_ANCHORED	2026-08-11T12:08:22Z
PAPER-HASH-3686692d994dd31f	PAPER-2404.16267	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-3751f0339004ddc9	PAPER-1812.10950	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-3cd083d5fa09c1f7	PAPER-2104.09616	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-5657f8c3995227d1	PAPER-1709.07122	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-5aa86bd99689667d	PAPER-1304.4453	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-5be22f3d593ea876	PAPER-2104.09616	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-5f08934040ef557c	PAPER-1810.08473	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-663d1c4d7b2c7a6d	PAPER-2010.09913	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-6ac53b6f091a572e	PAPER-1709.07122	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-HASH-6b92d584bf9c06be	PAPER-0708.4284	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-6d247d25d59aa0a2	PAPER-1603.01876	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-7574b7237ffa0390	PAPER-2204.11137	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-873b5cc9f33a7a97	PAPER-1603.01876	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T12:39:38Z
PAPER-HASH-89669fe983572dd0	PAPER-2204.11137	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-901ec8aded38dbd0	PAPER-2305.11053	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-a7f9ae72d795efba	PAPER-2401.01019	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-adcc1407df0b513f	PAPER-2401.01019	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-b12240577b20eaad	PAPER-2511.07886	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-b3b01325cae00d33	PAPER-1304.4453	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-b4b889246a331def	PAPER-1810.08473	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-b510c5bdce003e21	PAPER-2012.10026	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-c28ed8251b2f1d11	PAPER-2012.10026	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-cd1d7cedd720a87c	PAPER-1905.04264	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-d0ecbb809bcec30a	PAPER-1709.07122	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-d213ecfc1c303858	PAPER-2010.09913	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-e1d33f3b1ccee67e	PAPER-1708.07271	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-e2675abd59cec742	PAPER-1304.4453	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-e2d101f2539c7f68	PAPER-2503.00430	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
PAPER-HASH-e699ebd01c15d6a4	PAPER-0708.4284	CITES	SEMANTIC_SCHOLAR_API	PROVIDER_RELATION=references_or_citations_endpoint	2026-08-11T11:54:42Z
