stop_id	candidate_identity	seed_paper_id	parent_paper_id	depth	direction	decision_score	score_breakdown	architecture_question_ids	provider_name	provider_id	reason
STOP-G03-3d108027fc328680	PAPER-HASH-f478915265c975b6	PAPER-0708.4284	PAPER-0708.4284	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:d8a157b56e2ea876087f7bb9ebd44a44263b2e94	PER_SEED_DIRECTION_QUOTA
STOP-G03-620a9eda350ceab6	PAPER-HASH-fd9a39d57d32fc62	PAPER-0708.4284	PAPER-0708.4284	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-002|AQ-006|AQ-009	SemanticScholar	S2:d824406bc3175c7732e2c68bd4c1c989d65ef7bb	PER_SEED_DIRECTION_QUOTA
STOP-G03-3db08da5cec54273	PAPER-LEGACY-7ed88638a311b7f7	PAPER-0708.4284	PAPER-0708.4284	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:499d7c0ba24163c8b42db6920ba45704bb71c28a	PER_SEED_DIRECTION_QUOTA
STOP-G03-6c665f25c433a44b	PAPER-HASH-dd6c988819324097	PAPER-0708.4284	PAPER-0708.4284	1	FORWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:48afe2e40de892b877c14e8e24b12448776d3cd7	NO_DECISION_IMPACT
STOP-G03-158b444e393b3d69	PAPER-0709.3384	PAPER-0708.4284	PAPER-0708.4284	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:dd838a0de7c9533acf694c06a82ef338943edf25	PER_SEED_DIRECTION_QUOTA
STOP-G03-b98e0e16d80fc94f	PAPER-HASH-422ca7ab683afe50	PAPER-0708.4284	PAPER-0708.4284	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:43ab97f13d4bce1eab75023646e01531e49abdca	PER_SEED_DIRECTION_QUOTA
STOP-G03-1006a58accfbf560	PAPER-HASH-b13b639c5a157835	PAPER-0708.4284	PAPER-0708.4284	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011	SemanticScholar	S2:7749ddcc77861caf60ebaa0f78de2d7bac995550	PER_SEED_DIRECTION_QUOTA
STOP-G03-565ed96fcb724f47	PAPER-HASH-ec47d3fed28cc4f4	PAPER-0708.4284	PAPER-HASH-ec47d3fed28cc4f4	2	BACKWARD	75	ALG=40;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-011|AQ-012	SemanticScholar	S2:2faa34cebd5b93601b85cd1f33010ea289660ab2	REQUEST_RETRY_RESERVE
STOP-G03-73ac42ee944a8e2f	PAPER-HASH-6b92d584bf9c06be	PAPER-0708.4284	PAPER-HASH-6b92d584bf9c06be	2	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-011|AQ-012	SemanticScholar	S2:8f79e0f17435169351ce82495ef4b5e7572c22ff	REQUEST_RETRY_RESERVE
STOP-G03-3621bc818b2ae13b	PAPER-HASH-1d57c0e10433388b	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:UNAVAILABLE:1d57c0e10433388b	NO_DECISION_IMPACT
STOP-G03-a949508165e84106	PAPER-HASH-fef93e594ebabfa7	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:UNAVAILABLE:fef93e594ebabfa7	NO_DECISION_IMPACT
STOP-G03-64412877375c872b	PAPER-0709.2938	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-006|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:69dc367c30240fcbbde0a2be04f16b02f2f7e73e	PER_SEED_DIRECTION_QUOTA
STOP-G03-9c3b355b53ffcd5b	PAPER-0803.0476	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-006|AQ-009|AQ-010	SemanticScholar	S2:274a4b1b7ef7811c5cbf9a2127b7dbd21244122a	PER_SEED_DIRECTION_QUOTA
STOP-G03-1eacb985a6b0ed35	PAPER-0805.4770	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-005|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:3e0f02e92c6b148c45fc672095ac654000eec5e5	PER_SEED_DIRECTION_QUOTA
STOP-G03-d23ee6b85966c4f5	PAPER-0903.1072	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011	SemanticScholar	S2:c39eb4343933a36f2fe6bd918ee5d057a25f3457	PER_SEED_DIRECTION_QUOTA
STOP-G03-af6f07dd0849edd2	PAPER-0906.0612	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-008|AQ-009	SemanticScholar	S2:9be428c9383d47b86570b1b9fc20faf006346c5d	PER_SEED_DIRECTION_QUOTA
STOP-G03-b3da08e9ef6c8c09	PAPER-1004.4268	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-006|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:c8898d71fbe69bcefda01448e2efe87711b19baa	PER_SEED_DIRECTION_QUOTA
STOP-G03-70a92864fc7b7c18	PAPER-1006.5169	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-010	SemanticScholar	S2:ef8458353c245bbe3bcf81b055fe5313b93a9f66	PER_SEED_DIRECTION_QUOTA
STOP-G03-361e913098a6e8ab	PAPER-1210.3735	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:1e297ee503aa2471d83e4a551a4b38dd7f97d301	PER_SEED_DIRECTION_QUOTA
STOP-G03-a3d112495dd68db0	PAPER-1303.1738	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-005|AQ-006|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:8e696c74e7c02070cb2862578f3ab201c6e679aa	PER_SEED_DIRECTION_QUOTA
STOP-G03-15e23eaea2820e11	PAPER-1306.5268	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-006|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:9cf873ddd05c06c235a61954e765f325b5f2509f	PER_SEED_DIRECTION_QUOTA
STOP-G03-3488eec1de3832f0	PAPER-1311.3144	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-004|AQ-006|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:fc4a3dc48a1e209a87829919fb237c5c7f7ae357	PER_SEED_DIRECTION_QUOTA
STOP-G03-584f722cbf5e0db5	PAPER-1403.3005	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:beec1f9a3a04465e2bc590dc291dc6a6902929f5	PER_SEED_DIRECTION_QUOTA
STOP-G03-0a57a1a22d4d48c5	PAPER-1404.4797	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:f0c61e52d8c2aedad517bda9a8418f1ed77dc9ba	PER_SEED_DIRECTION_QUOTA
STOP-G03-ac5b27cc6482653f	PAPER-HASH-002fe4e490d7c173	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-008|AQ-009	SemanticScholar	S2:ea3dbf4a6828cbe215b3f198a06fd4b189364bc2	PER_SEED_DIRECTION_QUOTA
STOP-G03-e597b80cd4646c85	PAPER-HASH-1a7ee1e41117bf60	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-005|AQ-007|AQ-009|AQ-011	SemanticScholar	S2:UNAVAILABLE:1a7ee1e41117bf60	PER_SEED_DIRECTION_QUOTA
STOP-G03-025f39bf5f088bc4	PAPER-HASH-1aa4862b1b8f73fc	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-006|AQ-008|AQ-009	SemanticScholar	S2:UNAVAILABLE:1aa4862b1b8f73fc	PER_SEED_DIRECTION_QUOTA
STOP-G03-a487bd16e4e89b7f	PAPER-HASH-211264c87093001c	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-005|AQ-007|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:UNAVAILABLE:211264c87093001c	PER_SEED_DIRECTION_QUOTA
STOP-G03-9d92f0ccd4391dd2	PAPER-HASH-2e1b2199afae691e	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-008|AQ-009	SemanticScholar	S2:3e8464dfec833b1629beb2dd04a6db816627b4c0	PER_SEED_DIRECTION_QUOTA
STOP-G03-60294668aa3d0977	PAPER-HASH-3c05c3684d66a85d	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-006|AQ-007|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:a09dbe5284ce20b9c8bdfa9e5dfb187950399fd0	PER_SEED_DIRECTION_QUOTA
STOP-G03-2317505eb5a0f4b7	PAPER-HASH-3e089567cee59a18	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:91d2375ca5e8a913aadb2b864231f8fc25f948dc	PER_SEED_DIRECTION_QUOTA
STOP-G03-5a8e1e77654c1568	PAPER-HASH-4832ffb9a1767215	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-005|AQ-006|AQ-010	SemanticScholar	S2:469754d5889487ce97fe5626a55739b48d5780de	PER_SEED_DIRECTION_QUOTA
STOP-G03-02fe655f6401013d	PAPER-HASH-4cdc661eef6742e3	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-004|AQ-005|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:bb45aca206f08ba954cb7b18abc1c02209e43e73	PER_SEED_DIRECTION_QUOTA
STOP-G03-16fe8435caba7cab	PAPER-HASH-524997ea656b8401	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-004|AQ-005|AQ-006|AQ-012	SemanticScholar	S2:f99939c9c396de3ba12b3326c50dca00dab4060d	PER_SEED_DIRECTION_QUOTA
STOP-G03-1600cf4a0cefec5e	PAPER-HASH-538a72db1e18e84e	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-010	SemanticScholar	S2:331fb64d2076cc92223500094f10b799b0c81a6d	PER_SEED_DIRECTION_QUOTA
STOP-G03-1d20b42e18f61c3a	PAPER-HASH-5c29bd655b40c689	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:f561159bf0e3450e5539091af30c7e50fb5a8d55	PER_SEED_DIRECTION_QUOTA
STOP-G03-1f22dad67d3741b9	PAPER-HASH-633603b78b81d800	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011	SemanticScholar	S2:e332a1dc20966365d52a452ce69aa9107d7aa128	PER_SEED_DIRECTION_QUOTA
STOP-G03-3db2306e08f944c9	PAPER-HASH-64bb19e97656a6ce	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-004|AQ-005|AQ-006|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:18e1b9e0a50d481c4c37482bd9f80a4c6ef83c4f	PER_SEED_DIRECTION_QUOTA
STOP-G03-a47a86e5bf337384	PAPER-HASH-6ebcb6ac1148163b	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-012	SemanticScholar	S2:34a5b0da794154767b110072f19974691ad608b2	PER_SEED_DIRECTION_QUOTA
STOP-G03-cc01312cc2fdfba4	PAPER-HASH-7af1f6c8dcf0f17c	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-004|AQ-008|AQ-011|AQ-012	SemanticScholar	S2:651d9e6d5d50aafcba897196222375ad2e8a38f5	PER_SEED_DIRECTION_QUOTA
STOP-G03-c5a8efae9eeab19a	PAPER-HASH-7f4ca6a2a6b18eed	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-009	SemanticScholar	S2:UNAVAILABLE:7f4ca6a2a6b18eed	PER_SEED_DIRECTION_QUOTA
STOP-G03-c20be4000bba313d	PAPER-HASH-886c6554f5a1f611	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-004|AQ-005|AQ-006|AQ-007|AQ-012	SemanticScholar	S2:1e75819e6532b25f7d2e5647798a29933ed7332c	PER_SEED_DIRECTION_QUOTA
STOP-G03-2c944274c9dcc5d8	PAPER-HASH-9b5f94f6f219a249	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-006|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:6262bd246f32404ec289c311c6aab5654154923d	PER_SEED_DIRECTION_QUOTA
STOP-G03-9fcdf487f3f7aca7	PAPER-HASH-9ea0736d86e7a183	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:e9e9b7324e528a3de483099fe106486ef8cd4c36	PER_SEED_DIRECTION_QUOTA
STOP-G03-50b44659e151f4dd	PAPER-HASH-9f83de0ce1fe3262	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-004|AQ-005|AQ-006|AQ-012	SemanticScholar	S2:71603a73b908c36bcf03c586319ea7e274634546	PER_SEED_DIRECTION_QUOTA
STOP-G03-c071be0f2f3cbec8	PAPER-HASH-a91fa3612a8e9a78	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-009|AQ-010|AQ-011	SemanticScholar	S2:UNAVAILABLE:a91fa3612a8e9a78	PER_SEED_DIRECTION_QUOTA
STOP-G03-e3849dcde854f3e5	PAPER-HASH-ca6bcce9b8b459c3	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-004|AQ-005|AQ-006|AQ-012	SemanticScholar	S2:4be8e86de6ecd38d0b5204476d296fcc70004568	PER_SEED_DIRECTION_QUOTA
STOP-G03-3b8184e6ae37b021	PAPER-HASH-cbfef6248a6f6eb4	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-005|AQ-006|AQ-008|AQ-009	SemanticScholar	S2:1267347de992c524b933040cb96fabb93cba1738	PER_SEED_DIRECTION_QUOTA
STOP-G03-d4f3d22741a8826a	PAPER-HASH-cebde7135ea0c096	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-006|AQ-007|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:UNAVAILABLE:cebde7135ea0c096	PER_SEED_DIRECTION_QUOTA
STOP-G03-efa4cbed52d453e0	PAPER-HASH-d2b4b972a6de59aa	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-004|AQ-006|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:bf6ac5741df9e815b514a4fd35d10a22b02607e8	PER_SEED_DIRECTION_QUOTA
STOP-G03-a7485b14b68a715a	PAPER-HASH-d9519fda260b6504	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-004|AQ-005|AQ-006|AQ-012	SemanticScholar	S2:be0127c2aea3ae3a2a1ab9a034d49514d2558ffa	PER_SEED_DIRECTION_QUOTA
STOP-G03-b959da4a769c50d5	PAPER-HASH-f8e1ccb3157bea14	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:95b1f6ec9376dbe721f15b2f8357b7f5feb02a30	PER_SEED_DIRECTION_QUOTA
STOP-G03-59a7885a5d8b2602	PAPER-LEGACY-4740c7e29cc9ba86	PAPER-1304.4453	PAPER-1304.4453	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:39433dcfe25535df4398742432f2fb11330b0097	PER_SEED_DIRECTION_QUOTA
STOP-G03-080b99308d942e02	PAPER-2010.10272	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:c01ffa412730b87c64c497f26c7a3e7a94d2302d	PER_SEED_DIRECTION_QUOTA
STOP-G03-75ea608a7ba88331	PAPER-2011.05954	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-006|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:1a54b9904383a31d422a284166b01544690cf3b0	PER_SEED_DIRECTION_QUOTA
STOP-G03-3c3473353403a3aa	PAPER-2011.06845	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-011|AQ-012	SemanticScholar	S2:b6fdddfd5c89f654c98da4940198fdf114d18f22	PER_SEED_DIRECTION_QUOTA
STOP-G03-705e2cf3bc268cd8	PAPER-2103.03653	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-010|AQ-011|AQ-012	SemanticScholar	S2:6957a14503962507e54ba81f6de389c1d4f3efc6	PER_SEED_DIRECTION_QUOTA
STOP-G03-f503005713586fb8	PAPER-2103.06145	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:90d6d1fa47700b23711d32b696fd4f4677b80c48	PER_SEED_DIRECTION_QUOTA
STOP-G03-81da8246d475b0e2	PAPER-2104.08107	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:2f0fb8948a1957d7b7e3e7a4bd3f1ef6eee3e9c7	PER_SEED_DIRECTION_QUOTA
STOP-G03-805b592cc90c974e	PAPER-2108.01731	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-004|AQ-005|AQ-006|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:d1ace46536cbcd308592152c500001ad01dbfd64	PER_SEED_DIRECTION_QUOTA
STOP-G03-6df29e8f12d0ba28	PAPER-2110.12511	PAPER-1304.4453	PAPER-1304.4453	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-005|AQ-007|AQ-010	SemanticScholar	S2:0257095e3454425641671ab2017983d3fb1d7f80	PER_SEED_DIRECTION_QUOTA
