lane	path	sha256	bytes	extension	default_file_class	assigned_agent
04-prd03	docs_PRD03/reference-learning/Batch-06-Sidecars-Planner-And-Compact-Competitors.md	791a0f8fb6acde6961199c38bd4afb8c5c6001dbae4490ae3eee0697ea0f6b3a	36068	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Batch-07-Low-RAM-Graph-Priors.md	7ae354bbd2549ff26e21d8bab6df043d38699de5dc87c73c7c1ee480977cdea7	29717	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Batch-08-Hard-GDS-Families-And-Model-Artifacts.md	98f67bbf84991705bd9d235433174592d460f26c902d8e889840b293546c97e3	32485	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Batch-09-Benchmarks-And-Observability.md	bfb8cf322277d8f049d98ec3922e9b1a428df4b6e8b2d9ee40a3b08c95604a6b	31749	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Batch-10-GDS-Projection-Internals-And-Support-Tiers.md	ae9d0b81aad75919e3f369f5da951df4cca4238ec060aa488187275d95018799	37374	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Batch-11-Algorithm-Oracle-And-Parity-Scaffolding.md	84dd31e45f03aa2e32246713a436be31924d1160d903d583b26ca23f7214151f	34771	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Current-Codebase-Low-RAM-Patterns.md	21b30c6534f71dfdafd12a958a78e01228a7c7bbe9d03a7c685cbb4c6218414f	13590	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Artifact-Lifecycle-State-Machine-v2.tsv	fa38776d4b043dd83b208251d3d9363ea59f641ec52de58db8b63d97862ace98	3558	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Behavior-Mode-Semantics-v2.tsv	1ca3f75ce3b75caceb2ffc77c6785a2636fe4a895ced774afe8ec3f5f7696054	3006	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Family-Oracle-Parity-Matrix.tsv	7881e11c286761bd75e5671cbe59e96d5420178c986686e6e3ed8d7da95e914b	5567	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Family-Support-Tier-Matrix.tsv	d23ac0b8da614f026a9799bd96785f4cc44cb935e73cae63b2070c70a7a8dfc8	3370	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Memory-Formula-Book-v2.tsv	f41992906e1f90c3a276039b0d25ff1793e949916216abd2340bed64b25fe21f	6022	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Oracle-Extraction-Appendix-v2.tsv	1965754e72bf25d53e8a8bb11387652bf092d77494b073cf6e153c49bd8ea079	4743	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-PRD-L1-Evidence-Dossier-v2.md	c649750ed4a4346c9937a80f951bfb1efd9a0655cd3cf9d49bcf450163155656	14817	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-PRD-L1-Evidence-Dossier.md	e62f4ac687b91d92eff943ab1a738de8e67a6dfc615e344a64ac74e4fc9a02fa	40976	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-PRD-Rewrite-Patch-Plan-v2.tsv	f968c3cffc4ffccb8f6a3cb361072d5e99d966963870c71f6d6c8d6ef1169226	5176	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Parity-Taxonomy.tsv	17e4b34cbb8affded524a57bc6e6167eaeae634615fe7de00ba16137ef3cec0b	1234	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Procedure-Surface-Join-v2.tsv	b0aa1e1653c955d32a33261a0c3ade69544166b8276752cb16aec02cd70b1c7e	155301	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Procedure-To-Kernel-Ledger.tsv	053f5342f26f7bf2dd99cf78c2c4a849a07a8b930ce8d23edf1568e7a8830641	12456	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Projection-Variant-Matrix-v2.tsv	dd4731c25d9e760caa1ba2b7f7c68d2b2a8e864f69a95bf9555d8c26c20e340f	4776	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-Public-Surface-Inventory.tsv	6d0b74f2e4793035a5c63f8dd5c1d2241ee8db2b517ffb419ddd9938e2e253a1	204766	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-V2-Coverage-Audit.tsv	774a178406d1a5ee80968dc79e3e3c8dddc5e98863216ad442e461f736c1a693	5068	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/GDS-V2-Progress-Journal.md	dbd408fde5436d4be8a282d1f27c953582c380350e1b63d85a7fcb51fe3073a4	1925	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/PRD-Outcome-Traceability-Dossier.tsv	68f6e2f5665a777a8142eda7d79a78a12897c41d783dc8af583cab9073d334e4	8437	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/README.md	072ce26047d9afcb74555751921854b866e8a2a5a0e67cf1b62a539a5d7a5a1b	13420	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Reference-Shelf-Graph-Evidence-Ledger.md	744d094250bc98d3671d7703a12f7165e7071575367358dfe9fa6288e26e731b	12233	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Reference-Shelf-Graph-Tool-Truthcheck.tsv	f561bb0a775593f8a93dd4a27c3438566683335aa849c50965f1dbe7b30efe33	26397	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Reference-Shelf-Requirement-Subpath-Coverage.tsv	54ee89f95f0802efec1f93516b1e40ce385d7cd6c0b8e6c095d0ec27588a4a8d	7432	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Reference-Shelf-Subpath-Coverage-Audit.md	d32586b4d926b95c9416606a7ddfa2f6ec4307cd4e86b4ceb025069698a3a514	16139	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Requirements-Coverage-Tracker.md	f25740beb6d652e012773d3fc8fa0add4564760f529a8b0f9f7607e1b07c92b3	26107	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Requirements-Coverage-Tracker.tsv	70c98e05599a77c908069e6b26ff818bb95f19d49db2d739055312b48b7abd11	17429	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/Rust-Fixture-And-Oracle-Scaffolding.tsv	f9ea3e6473e61df8028ab0dafebeb60eaaf676b3e7be40e1f6a9928b0c690eec	1689	tsv	generated_structured_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/build_neo4j_family_graph_db.py	6080a38e0b39c75bf576608458fcffb611c099a30d7a7498dc4b385a251423f4	27667	py	source_script_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/001-catalog_lifecycle-GraphStore.md	53db4749b24e6192cbcdbb190bc97cec0fd8dcf4c622555b8e0aca15952b3005	7246	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/002-memory_estimator-MemoryEstimateResult.md	8efdeea85afd51a20fcfc05c84f266714a028144a3f05980cb9763fc54182b7d	5452	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/003-memory_estimator-MemoryEstimation.md	90d2d5250f6c59d2b13097afd6fb54551c530c3afa84fb212c3099e670f7a3d8	6647	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/004-projection_build-RelationshipType.md	c48242a16d9d3f0bf19f97223850df008da8a4c54e6abf0428f76bd315bce907	4961	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/005-projection_build-Orientation.md	8761492abbfe337f8bf433839ec40a021851753579798f09c6640b7bda034142	5435	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/006-projection_build-NodeLabel.md	628d07e3d0579352b07f0d3bd54fef0ba4b5b662bb77d6597b64ea48bdeebc1e	4371	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/007-procedure_surface-GraphDataScienceProcedures.md	b80579e286a3b5a1eb32825f5caa82e3ad3fea439f29e331f43da0c15389d28a	5043	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/008-projection_build-GraphProjectProc.md	2d7cda0fcf0c736fcda1e9e6461a413418bf8f26c3310f91723e3c43bd258041	6315	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/009-olap_algorithm-AlgorithmProcessingTimings.md	7ba0315994fd10ead184709d64cc0dc7c14285081e0d2a0ddb26cf9ea229a6ed	4813	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/010-projection_build-ValueType.md	1687f4533e7b2166ed2775eec63fe90039f5e9bfb1952b5a59e9e437e972eb05	6754	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/011-procedure_surface-LocalCommunityProcedureFacade.md	18b44d38fd17dc64071caba576ca72a212ace79373f915974d7e91f604f5272a	7997	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/012-catalog_lifecycle-GraphStoreCatalog.md	34e1d6bc136a015fbf8a4c2a17c7096d3c932f4502888cb5a5ca9339fdc8fa4e	6493	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/013-procedure_surface-ProcedureConstants.md	8ab14552f1e36dbe74b448101b0d155270d0b2bf5a0528cf0d82541b20d9c254	2750	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/014-memory_estimator-MemoryEstimations.md	4137b12bb25243198ec9b5009ceae09a48df26a54c867d2760e5e1354dfd44f0	5808	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/015-olap_algorithm-AlgoBaseConfig.md	f0d29cef71f22c3e80f3498fe3ce5452bff52d860c7f0cba4896cb490565e2eb	5220	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/016-memory_estimator-MemoryRange.md	845564ca10bea8aef0d5dd7b8afdcd7817c0308f2869c723bc77f301d688fcac	4009	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/017-olap_algorithm-NodePropertiesWritten.md	8652f3badb9abed6cc7645a7cb32c39d1748e4a638ce6f54acc365e16fb8d431	2955	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/018-memory_estimator-Estimate.md	4f8da8bbd5cafce2b43d16742ee7f24029addbb2876a75dec61448599e0b6723	4624	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/019-procedure_surface-LocalCentralityProcedureFacade.md	0df8f1bd93b34994bf2b36279f825fe5cf9a1c1f65c648845f74a7c55ef9745c	8448	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/020-projection_build-Aggregation.md	bd766f3690f1e20c9bd04397ca490fa8dc1abf0f08816a72eb549497265592d1	5535	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/021-olap_algorithm-ResultBuilder.md	38e2dae8fa97c8fddf5be48058a281df33699942cd444973eb35c8d034e89d76	4090	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/022-projection_build-DefaultValue.md	25e1c01d4e934ba29d6499c8bcf35e9a2018fa255034ed700d054efb0f349750	5812	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/023-procedure_surface-LocalPathFindingProcedureFacade.md	01f388cff02a0e6dfd65b8b3bf91e9afa62e4ca07a482f338230b82da3489809	7516	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/024-olap_algorithm-Algorithm.md	b27a9343e4320233d3861093815e78dac838cd60ff01f95c4be65d884beffc38	4208	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/025-procedure_surface-MutateStub.md	31edb8ad0076f75f4b3f7506340a8b387e9eb8e6487c0e979a32e3daa7c6b7cd	4946	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/026-procedure_surface-PipelineApplications.md	14ac50a14ea1cb066d83e044376ada1c94c52b2e086faeda62084d2367f30ae0	9151	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/027-procedure_surface-AlgorithmsProcedureFacade.md	e325a9c21813ee8f546f90b7d9cd026ca72cbafdf188d27a8872f190f00540f3	4473	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/028-catalog_lifecycle-ModelCatalog.md	abeee0a163b6a191b4f1003b8b16965c074eb075a09b8e598c2e22c7f8b7e723	5879	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/029-procedure_surface-ProcedureReturnColumns.md	86301a0a0cf13c233ddb8b22e3b9c080e8baf3dd9656bba73b514d87de4d00ff	3638	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/030-catalog_lifecycle-DefaultGraphCatalogApplications.md	84ba25b704040333254f445dd7a4cdf7e7e1347cfc891b50770ee7d4377aedae	8029	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/031-olap_algorithm-AlgorithmLabel.md	ba0555784ad5828eb85f03752aca159401e5a86b0de46811674b2604242a1b5d	4321	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/032-olap_algorithm-CommunityAlgorithms.md	3d3edb3a9056a90cf31e859ff8e5219bd83ab9fab09a9369429b3b4317dfb455	9174	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/033-catalog_lifecycle-Model.md	95e56f32945670bad74492ef6c2c63cfcebd0731bfdc493b5a6b3035a10ebcce	5765	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/034-olap_algorithm-RequestScopedDependencies.md	aec877b6ce6f2600907ae4a89525ac3e6654764c1454a44ef5331759343b3c66	4413	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/035-memory_estimator-MemoryEstimateDefinition.md	f14ead9b2b07706de815074c63b06bf15b219b79cc05f485fa74c4f23a63b927	3526	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/036-olap_algorithm-AlgorithmSpec.md	e2862ff2c5b771df95df0c1f3ebbadb0a0001fe22104f3e742a602873f4d0d7f	4826	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/037-procedure_surface-AsNodeFunc.md	a9d09de224b09acc16845b015c9498509ed16916e5a1c09abaceb3d67b17233f	3716	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/038-procedure_surface-NewConfigFunction.md	a698f7cd9b7b5b14d88c6900d549a47e32d8d33995f7442e43d4f1db4f70fbc9	3279	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/039-procedure_surface-GenericStub.md	91b8b1f1192974bb728900d29e857e0bbac3f9deae0335de8d7929df593d384e	5166	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/040-olap_algorithm-PathFindingAlgorithms.md	3f81adc432e114205f0c1cf7fa834becc9bca0d9b0a5c336c740f29169de64d0	7240	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/041-projection_build-PropertyMapping.md	60b9f38992d74c4f903e7393ad7dc879f271090f48e818c725287956fae00ca3	5125	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/042-projection_build-GraphProjectConfig.md	20325599734423d5d2cc8398017910fec2e1bcd0aea98235542e9689b98e5f6d	4853	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/043-projection_build-RelationshipProjection.md	4581af3e48f92ed5c93110fa4a5a9fa8f557ca08f53b5f2743cd2762c5c53fcb	5178	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/044-olap_algorithm-StreamResultBuilder.md	e2180c6365571d3868f3373c238059c60d16acfef295b93c05d720f07aecb71d	3448	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/045-olap_algorithm-CommunityAlgorithmsMutateModeBusinessFacade.md	075999a2125943701e5f1e3e6213cb6242334a8a05a33c0cbee5b749f517024a	5458	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/046-olap_algorithm-CentralityAlgorithms.md	cab23555f5479cc04a48423e23e20b98660a464a60769fe85899a9f9fe987bc3	5574	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/047-olap_algorithm-RelationshipsWritten.md	739b107c40cb7592585964ff62aecd99886d609d5bb49dcfe3c2d0f7b036fe57	2925	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/048-procedure_surface-GdsCallable.md	f9f0592cf4c43b310bd154a065fc3b3e2495e1a9a4789db03ea5f5b7197efcbe	3530	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/049-procedure_surface-CommunityProcedureFacade.md	c9ff6e07e0a56e387b0315ddc91f20e5b1a47c7561fa8f69ef4fd6fcc2a8d61a	4829	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/053-olap_algorithm-ProgressTrackerCreator.md	6e53006063da6ebff2e9a1ec4f366205ebb4db036df1a2abb8e14b0b7e5b247f	5006	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/054-memory_estimator-CommunityAlgorithmsEstimationModeBusinessFacade.md	1befae98b86091ed6cf7549915546d686b97257f8d98b0c1f034be336a5f7b03	6519	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/055-write_import_export-CommunityAlgorithmsWriteModeBusinessFacade.md	99a8c5826df0b46669e32d1d379f613c7fcbf58d1b32ab527b4542c295da1feb	6791	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/056-olap_algorithm-MutateStep.md	b64482e8e1b40b7b7cb4b2baf54d9ed8b3fb389aeb2eeeb0a704836cc954ecf5	4681	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/057-projection_build-PropertyMappings.md	be8a8b2b6ae16dea7ce31962a95024174308efd2a799a22ec5c997217912764c	5591	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/058-olap_algorithm-AlgorithmProcessingTemplateConvenience.md	6f80314ae0d5349bc1ca16a72270fe3dc95bd1332865343dcd39f43a2d454ed8	5394	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/059-catalog_lifecycle-GraphStoreCatalogService.md	e1a4ab00e77f3b4387198505abb4b9b16360c526f98a9c323ef1574b248d047b	6207	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/060-catalog_lifecycle-CSRGraphStore.md	ffa5067e1923462c594f2337ccc9158afb56e76cc411c00d833ce8b54b2d0dff	6621	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/061-projection_build-ElementProjection.md	88251b0fc750a1eeacc8f96e32ff2495c21a70676d0335520e2b856fa3eec046	4718	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/062-procedure_surface-LocalSimilarityProcedureFacade.md	1019ebf000042767e2bb05b2c0a45cde11a34f35deb52e421282fba1c9b18783	5661	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/064-write_import_export-WritePropertyConfig.md	4730c4ebffc3e384f475e30404b5ad990f161b7ac59bcf9680810193fae04649	3931	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/065-olap_algorithm-MutateNodeProperty.md	9a99af52fec0aff97bb96cec847f6abb29f403291208549fd6997ac62354b5f0	5080	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/066-olap_algorithm-GraphSageModelTrainer.md	76805c4c470229dd8b14812586cd5296f9c7748bff1c79d0389ad0e0fb33a523	5593	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/067-procedure_surface-LocalNodeEmbeddingsProcedureFacade.md	63ecf3a77a596137eab99ff44bfaf57e250317c88a53bcbb784bb371660457cc	5189	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/068-memory_estimator-PathFindingAlgorithmsEstimationModeBusinessFacade.md	247b3018872e3a92bc680702d457776c3209ef224754cce22ba452321dc7c33d	5482	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/069-olap_algorithm-CentralityAlgorithmsMutateModeBusinessFacade.md	46f75214bf462856cdd9084b648c4b760b563fa76fc6289836a65165f9b7f532	5178	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/070-write_import_export-WriteStep.md	44785a294b320bb8793ff72e7dc58d6aff60df6312c0053aad80a02298dd4134	2637	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/071-procedure_surface-NullComputationResultConsumer.md	b7beb678c30cdcbe099460783468462772190bc7bb131fcf7d456b7cf7446476	2243	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/072-olap_algorithm-NodeEmbeddingAlgorithms.md	cb74e3c38baa68a1efcc06ff25bb30d33f6040da88ad76e2fe4f7ec838fc104d	3092	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/073-procedure_surface-LocalGraphDataScienceProcedures.md	4d8a97f55cb43499fbc94ac2d9ef5d168d5ab88fad9645d5117ca35b243bdd26	2607	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/075-olap_algorithm-StatsResultBuilder.md	57f18c4b2d4d1618cb1ea328f3579fa5efe53a1e2816b7e447c665828f6db526	1986	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/076-olap_algorithm-PathFindingAlgorithmsMutateModeBusinessFacade.md	eb0ebc3c6282b44810dfae02e28140ecc375ed3e033697ec73bfc86dc3e96d5c	4831	md	semantic_text_candidate	agent-04
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/077-catalog_lifecycle-PipelineCatalog.md	ded7e0e1f907efeefb1420acd7af25d495396947c71efb3e297e8fe00a8f1088	3361	md	semantic_text_candidate	agent-04
