lane	path	sha256	bytes	extension	file_class	coverage_status	relevance	architecture_option_ids	evidence_id
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/012-catalog_lifecycle-GraphStoreCatalog.md	34e1d6bc136a015fbf8a4c2a17c7096d3c932f4502888cb5a5ca9339fdc8fa4e	6493	md	generated_gds_dossier	generated_classified	78	A04-OPT-01,A04-OPT-02,A04-OPT-03,A04-OPT-13,A04-OPT-16,A04-OPT-17	A04-000064
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/013-procedure_surface-ProcedureConstants.md	8ab14552f1e36dbe74b448101b0d155270d0b2bf5a0528cf0d82541b20d9c254	2750	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000065
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/014-memory_estimator-MemoryEstimations.md	4137b12bb25243198ec9b5009ceae09a48df26a54c867d2760e5e1354dfd44f0	5808	md	generated_gds_dossier	structured_queried	88	A04-OPT-04,A04-OPT-05	A04-000066
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/015-olap_algorithm-AlgoBaseConfig.md	f0d29cef71f22c3e80f3498fe3ce5452bff52d860c7f0cba4896cb490565e2eb	5220	md	generated_gds_dossier	structured_queried	80	none	A04-000067
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/016-memory_estimator-MemoryRange.md	845564ca10bea8aef0d5dd7b8afdcd7817c0308f2869c723bc77f301d688fcac	4009	md	generated_gds_dossier	structured_queried	88	A04-OPT-04,A04-OPT-05	A04-000068
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/017-olap_algorithm-NodePropertiesWritten.md	8652f3badb9abed6cc7645a7cb32c39d1748e4a638ce6f54acc365e16fb8d431	2955	md	generated_gds_dossier	structured_queried	80	none	A04-000069
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/018-memory_estimator-Estimate.md	4f8da8bbd5cafce2b43d16742ee7f24029addbb2876a75dec61448599e0b6723	4624	md	generated_gds_dossier	structured_queried	88	A04-OPT-04,A04-OPT-05	A04-000070
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/019-procedure_surface-LocalCentralityProcedureFacade.md	0df8f1bd93b34994bf2b36279f825fe5cf9a1c1f65c648845f74a7c55ef9745c	8448	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000071
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/020-projection_build-Aggregation.md	bd766f3690f1e20c9bd04397ca490fa8dc1abf0f08816a72eb549497265592d1	5535	md	generated_gds_dossier	structured_queried	84	A04-OPT-02,A04-OPT-03,A04-OPT-16	A04-000072
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/021-olap_algorithm-ResultBuilder.md	38e2dae8fa97c8fddf5be48058a281df33699942cd444973eb35c8d034e89d76	4090	md	generated_gds_dossier	structured_queried	80	A04-OPT-17	A04-000073
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/022-projection_build-DefaultValue.md	25e1c01d4e934ba29d6499c8bcf35e9a2018fa255034ed700d054efb0f349750	5812	md	generated_gds_dossier	structured_queried	84	A04-OPT-02,A04-OPT-03,A04-OPT-16	A04-000074
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/023-procedure_surface-LocalPathFindingProcedureFacade.md	01f388cff02a0e6dfd65b8b3bf91e9afa62e4ca07a482f338230b82da3489809	7516	md	generated_gds_dossier	generated_classified	63	A04-OPT-06,A04-OPT-14	A04-000075
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/024-olap_algorithm-Algorithm.md	b27a9343e4320233d3861093815e78dac838cd60ff01f95c4be65d884beffc38	4208	md	generated_gds_dossier	structured_queried	80	none	A04-000076
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/025-procedure_surface-MutateStub.md	31edb8ad0076f75f4b3f7506340a8b387e9eb8e6487c0e979a32e3daa7c6b7cd	4946	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000077
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/026-procedure_surface-PipelineApplications.md	14ac50a14ea1cb066d83e044376ada1c94c52b2e086faeda62084d2367f30ae0	9151	md	generated_gds_dossier	generated_classified	63	A04-OPT-12,A04-OPT-14,A04-OPT-17	A04-000078
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/027-procedure_surface-AlgorithmsProcedureFacade.md	e325a9c21813ee8f546f90b7d9cd026ca72cbafdf188d27a8872f190f00540f3	4473	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000079
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/028-catalog_lifecycle-ModelCatalog.md	abeee0a163b6a191b4f1003b8b16965c074eb075a09b8e598c2e22c7f8b7e723	5879	md	generated_gds_dossier	generated_classified	78	A04-OPT-01,A04-OPT-13,A04-OPT-17	A04-000080
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/029-procedure_surface-ProcedureReturnColumns.md	86301a0a0cf13c233ddb8b22e3b9c080e8baf3dd9656bba73b514d87de4d00ff	3638	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000081
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/030-catalog_lifecycle-DefaultGraphCatalogApplications.md	84ba25b704040333254f445dd7a4cdf7e7e1347cfc891b50770ee7d4377aedae	8029	md	generated_gds_dossier	generated_classified	78	A04-OPT-01,A04-OPT-13,A04-OPT-17	A04-000082
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/031-olap_algorithm-AlgorithmLabel.md	ba0555784ad5828eb85f03752aca159401e5a86b0de46811674b2604242a1b5d	4321	md	generated_gds_dossier	structured_queried	80	none	A04-000083
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/032-olap_algorithm-CommunityAlgorithms.md	3d3edb3a9056a90cf31e859ff8e5219bd83ab9fab09a9369429b3b4317dfb455	9174	md	generated_gds_dossier	structured_queried	80	A04-OPT-11	A04-000084
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/033-catalog_lifecycle-Model.md	95e56f32945670bad74492ef6c2c63cfcebd0731bfdc493b5a6b3035a10ebcce	5765	md	generated_gds_dossier	generated_classified	78	A04-OPT-01,A04-OPT-13,A04-OPT-17	A04-000085
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/034-olap_algorithm-RequestScopedDependencies.md	aec877b6ce6f2600907ae4a89525ac3e6654764c1454a44ef5331759343b3c66	4413	md	generated_gds_dossier	structured_queried	80	none	A04-000086
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/035-memory_estimator-MemoryEstimateDefinition.md	f14ead9b2b07706de815074c63b06bf15b219b79cc05f485fa74c4f23a63b927	3526	md	generated_gds_dossier	structured_queried	88	A04-OPT-04,A04-OPT-05	A04-000087
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/036-olap_algorithm-AlgorithmSpec.md	e2862ff2c5b771df95df0c1f3ebbadb0a0001fe22104f3e742a602873f4d0d7f	4826	md	generated_gds_dossier	structured_queried	80	none	A04-000088
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/037-procedure_surface-AsNodeFunc.md	a9d09de224b09acc16845b015c9498509ed16916e5a1c09abaceb3d67b17233f	3716	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000089
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/038-procedure_surface-NewConfigFunction.md	a698f7cd9b7b5b14d88c6900d549a47e32d8d33995f7442e43d4f1db4f70fbc9	3279	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000090
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/039-procedure_surface-GenericStub.md	91b8b1f1192974bb728900d29e857e0bbac3f9deae0335de8d7929df593d384e	5166	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000091
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/040-olap_algorithm-PathFindingAlgorithms.md	3f81adc432e114205f0c1cf7fa834becc9bca0d9b0a5c336c740f29169de64d0	7240	md	generated_gds_dossier	structured_queried	80	A04-OPT-06	A04-000092
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/041-projection_build-PropertyMapping.md	60b9f38992d74c4f903e7393ad7dc879f271090f48e818c725287956fae00ca3	5125	md	generated_gds_dossier	structured_queried	84	A04-OPT-02,A04-OPT-03,A04-OPT-16	A04-000093
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/042-projection_build-GraphProjectConfig.md	20325599734423d5d2cc8398017910fec2e1bcd0aea98235542e9689b98e5f6d	4853	md	generated_gds_dossier	structured_queried	84	A04-OPT-02,A04-OPT-03,A04-OPT-16	A04-000094
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/043-projection_build-RelationshipProjection.md	4581af3e48f92ed5c93110fa4a5a9fa8f557ca08f53b5f2743cd2762c5c53fcb	5178	md	generated_gds_dossier	structured_queried	84	A04-OPT-02,A04-OPT-03,A04-OPT-16	A04-000095
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/044-olap_algorithm-StreamResultBuilder.md	e2180c6365571d3868f3373c238059c60d16acfef295b93c05d720f07aecb71d	3448	md	generated_gds_dossier	structured_queried	80	A04-OPT-17	A04-000096
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/045-olap_algorithm-CommunityAlgorithmsMutateModeBusinessFacade.md	075999a2125943701e5f1e3e6213cb6242334a8a05a33c0cbee5b749f517024a	5458	md	generated_gds_dossier	structured_queried	80	A04-OPT-11	A04-000097
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/046-olap_algorithm-CentralityAlgorithms.md	cab23555f5479cc04a48423e23e20b98660a464a60769fe85899a9f9fe987bc3	5574	md	generated_gds_dossier	structured_queried	80	none	A04-000098
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/047-olap_algorithm-RelationshipsWritten.md	739b107c40cb7592585964ff62aecd99886d609d5bb49dcfe3c2d0f7b036fe57	2925	md	generated_gds_dossier	structured_queried	80	none	A04-000099
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/048-procedure_surface-GdsCallable.md	f9f0592cf4c43b310bd154a065fc3b3e2495e1a9a4789db03ea5f5b7197efcbe	3530	md	generated_gds_dossier	generated_classified	63	A04-OPT-14	A04-000100
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/049-procedure_surface-CommunityProcedureFacade.md	c9ff6e07e0a56e387b0315ddc91f20e5b1a47c7561fa8f69ef4fd6fcc2a8d61a	4829	md	generated_gds_dossier	generated_classified	63	A04-OPT-11,A04-OPT-14	A04-000101
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/053-olap_algorithm-ProgressTrackerCreator.md	6e53006063da6ebff2e9a1ec4f366205ebb4db036df1a2abb8e14b0b7e5b247f	5006	md	generated_gds_dossier	structured_queried	80	none	A04-000102
04-prd03	docs_PRD03/reference-learning/gds-v2-dossiers/054-memory_estimator-CommunityAlgorithmsEstimationModeBusinessFacade.md	1befae98b86091ed6cf7549915546d686b97257f8d98b0c1f034be336a5f7b03	6519	md	generated_gds_dossier	structured_queried	88	A04-OPT-04,A04-OPT-05,A04-OPT-11	A04-000103
