lane	path	sha256	bytes	extension	file_class	coverage_status	relevance	architecture_option_ids	evidence_id
06-prd05-prd06	docs_PRD06/graph-learning/bm25-wand-pruning-mermaid.md	7c76b6a28e44cbc8e21b2de19840a4fcef74a0096014761d00e3a9c06892ab27	7965	md	algorithm_pattern	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000017
06-prd05-prd06	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	0e02354f609b81c1d50c14f64bcd9b5d36de503d17c5e91b10999372daaf753d	7148	md	algorithm_pattern	semantic_read	100	ARCH-WCC;ARCH-SPILL;ARCH-ORACLE	A06-000018
06-prd05-prd06	docs_PRD06/graph-learning/component-hooking-shortcutting-mermaid.md	f0c9435fa0f6d356df6800cdf9b3a769ca65192fbcbb9fae9c24a5ebe36c25b2	7696	md	algorithm_pattern	semantic_read	100	ARCH-WCC;ARCH-SPILL;ARCH-ORACLE	A06-000019
06-prd05-prd06	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-ascii.md	750bdbd25f9d61ab36334859dc2b05a6404773aa1fc5c79065b7fdf6de691d75	8716	md	category_synthesis	semantic_read	99	ARCH-BOUNDARY;ARCH-VIEW-FOUNDRY;ARCH-ORACLE;ARCH-RECEIPT	A06-000020
06-prd05-prd06	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	2e1308dd385ae3c813bdb7ad0a05037da60a6af71bfa5525f2dabe24ba07ca6b	8812	md	category_synthesis	semantic_read	99	ARCH-BOUNDARY;ARCH-VIEW-FOUNDRY;ARCH-ORACLE;ARCH-RECEIPT	A06-000021
06-prd05-prd06	docs_PRD06/graph-learning/corpus-ledger.tsv	4cb2917b5cd98068891833666e7a17748ba2124ef01b5c1d1941c31ed9633a49	36808	tsv	repository_corpus_ledger	structured_queried	84	ARCH-BOUNDARY;ARCH-VIEW-FOUNDRY	A06-000022
06-prd05-prd06	docs_PRD06/graph-learning/corpus-research-findings.md	40db25102cbdf7b6a49d0529bb277952a9ddc4d9f050f641baf0d72639970f9f	6570	md	corpus_findings	semantic_read	90	ARCH-VIEW-FOUNDRY;ARCH-ORACLE	A06-000023
06-prd05-prd06	docs_PRD06/graph-learning/cow-tree-snapshot-ascii.md	b4022a1ea88d3f296e5fabad06d9bd561ad948dc56a7b3307251c4600a2b02d9	7588	md	storage_pattern	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000024
06-prd05-prd06	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	abc9d11dd15faccd303186db0a9fd6fed11e83819cdd94e38f76f7baa2712c42	7079	md	storage_pattern	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000025
06-prd05-prd06	docs_PRD06/graph-learning/csr-adjacency-layout-ascii.md	fcf0585217335c2ad44b04f8168be310c7ec25ecaef5580f05f50f80d1660a55	7561	md	storage_pattern	semantic_read	100	ARCH-VIEW-FOUNDRY;ARCH-PATH;ARCH-PAGERANK;ARCH-TRIANGLE	A06-000026
06-prd05-prd06	docs_PRD06/graph-learning/csr-adjacency-layout-mermaid.md	8a8fd9ae9c376e4af32aa5318301a855dc377ea8fba958a1039eff414f6c2749	7147	md	storage_pattern	semantic_read	100	ARCH-VIEW-FOUNDRY;ARCH-PATH;ARCH-PAGERANK;ARCH-TRIANGLE	A06-000027
06-prd05-prd06	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-ascii.md	5dd5f996bf4de6e89d9c545e6e5c287bb6cd924660839cccc0f9874fb315dfee	7561	md	category_synthesis	semantic_read	72	ARCH-INCREMENTAL;ARCH-DEFER;ARCH-ORACLE	A06-000028
06-prd05-prd06	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	e39e1a0f54e5671262a5a9bd8ab05099d3ec33623a2f0fdb4f38cbd94658484d	8446	md	category_synthesis	semantic_read	72	ARCH-INCREMENTAL;ARCH-DEFER;ARCH-ORACLE	A06-000029
06-prd05-prd06	docs_PRD06/graph-learning/delta-stepping-buckets-ascii.md	cfc4a0e50af0a1539f687284738c0877b47a3331ab446d8c0d213a5d2c6bc83e	7879	md	algorithm_pattern	semantic_read	98	ARCH-PATH;ARCH-SPILL;ARCH-PARTITION	A06-000030
06-prd05-prd06	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	59c1888fbd05d4467c7246a3a4e2eed05ecfa8dc3284811334cf0e984a94a19c	8031	md	algorithm_pattern	semantic_read	98	ARCH-PATH;ARCH-SPILL;ARCH-PARTITION	A06-000031
06-prd05-prd06	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	01059f65ebfece93fd731cd4032fbc6575f2d51a0786b855ee43db0369d7da54	7080	md	storage_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000032
06-prd05-prd06	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	b23bedb28b7e40f2369607bebd3f51c2d83cd9d0dfcda5fdd941886828c986da	7771	md	storage_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000033
06-prd05-prd06	docs_PRD06/graph-learning/domain-keywords-glossary.md	9e2871b3a6133c4dd3bca348b3d533814c82fbaeb46771ecaf8142321ba8101c	7702	md	domain_glossary	semantic_read	70	ARCH-PMF;ARCH-BOUNDARY	A06-000034
06-prd05-prd06	docs_PRD06/graph-learning/frontier-pushpull-switching-ascii.md	d1e7fc7149beaf890d097a6ec5c6179102775dc375985a0201db444efcb181b1	7527	md	execution_pattern	semantic_read	98	ARCH-PATH;ARCH-PAGERANK;ARCH-PARTITION	A06-000035
06-prd05-prd06	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	45440d67e4ddc751198363cf9686ba03652a3765f3555684f71fe8b372c0bc20	7735	md	execution_pattern	semantic_read	98	ARCH-PATH;ARCH-PAGERANK;ARCH-PARTITION	A06-000036
06-prd05-prd06	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	4938ac2aacd6e3b9e97a09943de525f5e5e85883912391c93fb53c557ae59303	7297	md	storage_pattern	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000037
06-prd05-prd06	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	3a1d0d68e49b07fd4911d8324fd5f3ef5e31eb15288c3fffb16f6aad4368caa9	8400	md	storage_pattern	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000038
06-prd05-prd06	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	252ebc8c6a96090eee278d1d8d0712d7536de79369c00be85c80bda496dae8c0	7961	md	category_synthesis	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000039
06-prd05-prd06	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-mermaid.md	2ab36f7f047e9729d98dec75524d663a325013d15ce19386cd942822a2119bae	7770	md	category_synthesis	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000040
06-prd05-prd06	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	1ee8edf8f4eeac7b0a9cd2ebefb6be681695ebfa444ad48d6013236c6157540e	8189	md	category_synthesis	semantic_read	100	ARCH-VIEW-FOUNDRY;ARCH-PATH;ARCH-WCC;ARCH-PAGERANK;ARCH-SIMILARITY;ARCH-COMMUNITY;ARCH-TRIANGLE;ARCH-EMBEDDING	A06-000041
06-prd05-prd06	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-mermaid.md	abd41172f9bf0baa5a466590c97126866a0aa92099499ad36d16e421cd48b4dc	7698	md	category_synthesis	semantic_read	100	ARCH-VIEW-FOUNDRY;ARCH-PATH;ARCH-WCC;ARCH-PAGERANK;ARCH-SIMILARITY;ARCH-COMMUNITY;ARCH-TRIANGLE;ARCH-EMBEDDING	A06-000042
06-prd05-prd06	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	7950b70ead94bd515a34465a74393dfb8a6c57a87b09dac1a72cb18b5ee69e6a	7614	md	category_synthesis	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000043
06-prd05-prd06	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	5d9b1f4e1701ed887a605bbc4658780fe90875df020077eea1fec7ac0a733859	8332	md	category_synthesis	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000044
06-prd05-prd06	docs_PRD06/graph-learning/hnsw-layered-greedy-ascii.md	0e495b294826a576dc63ccdb85e593b6d1db5bbaf645ad3c85c5356be62f3f9d	7661	md	algorithm_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000045
06-prd05-prd06	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	c2bad02935ee18d6f05e8c513441cb5e54d192d426b004e6e45f661f5fc92592	7566	md	algorithm_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000046
06-prd05-prd06	docs_PRD06/graph-learning/incremental-delta-iteration-ascii.md	1c986c77806fd56ae1b2927f20b4d0acd8824cf1a827c475f5e9f41f4024e2c6	7100	md	execution_pattern	semantic_read	72	ARCH-INCREMENTAL;ARCH-DEFER;ARCH-ORACLE	A06-000047
06-prd05-prd06	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	fc420f30d646614d0fefb06e9144d9fcf8a88673849d7fb5942c7791358641c7	8216	md	execution_pattern	semantic_read	72	ARCH-INCREMENTAL;ARCH-DEFER;ARCH-ORACLE	A06-000048
06-prd05-prd06	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	c5c9ecc0522915a688819e513610f2b302fa7665317336bbb6baabbfd6b071b2	6893	md	execution_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000049
06-prd05-prd06	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	641219922654877e7ecf7d334993ad52820d7b7df2d2a918ce0ba866c1460df6	7921	md	execution_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000050
06-prd05-prd06	docs_PRD06/graph-learning/lsm-compaction-tradeoff-ascii.md	6ed5fdb8800d1a2fd180851f6b43fcd22a95bdc09cd46d33303348229d0cb2c9	8343	md	storage_pattern	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000051
06-prd05-prd06	docs_PRD06/graph-learning/lsm-compaction-tradeoff-mermaid.md	5c0943336d9eb41bd50d0753d7bd693312e1531d9e829d9a967845d1b3fe8de6	6963	md	storage_pattern	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000052
06-prd05-prd06	docs_PRD06/graph-learning/metamorphic-oracle-testing-ascii.md	d1168ec0b532fb65257fad3385ce2a79c8446815b67e8d8bd05a6debba9ab512	7102	md	algorithm_pattern	semantic_read	94	ARCH-ORACLE;ARCH-ADAPTER	A06-000053
06-prd05-prd06	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	f18b8e56248daeb9503055443fa3af2a2d5166ab13e8cedf92c7643368428ad9	7711	md	algorithm_pattern	semantic_read	94	ARCH-ORACLE;ARCH-ADAPTER	A06-000054
06-prd05-prd06	docs_PRD06/graph-learning/mvcc-snapshot-visibility-ascii.md	4947ecfb2eab566d3d57210aa08bf6a22141ce7d1202e428b0f49ea51f5cb057	7597	md	storage_pattern	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000055
06-prd05-prd06	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	343f6d5ab05bd911676fd8e7db50e90ce2ad22679abb0bb31a366d01e701ecf4	6518	md	storage_pattern	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000056
06-prd05-prd06	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-ascii.md	24ba8407b63ddb58f88c98827dd6c44ba3ab748b80df86af354b29bd0d34eca7	7622	md	category_synthesis	semantic_read	80	ARCH-ADAPTER;ARCH-ORACLE;ARCH-DEFER	A06-000057
06-prd05-prd06	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	7694db2f8065425cc5a2f4b077a5919a97842880680e4f2d44685e0bc1f0c6fb	8406	md	category_synthesis	semantic_read	80	ARCH-ADAPTER;ARCH-ORACLE;ARCH-DEFER	A06-000058
06-prd05-prd06	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	9054f4f213e9d53aa180821d389ff94f58fe475f19590b9b41764ba6b651b107	6540	md	storage_pattern	semantic_read	80	ARCH-ADAPTER;ARCH-ORACLE;ARCH-DEFER	A06-000059
06-prd05-prd06	docs_PRD06/graph-learning/packstream-wire-encoding-mermaid.md	1ca69cc7ab84d75cf77982bcadaecf5171e31d1d6488e6c97e0a008000c4fc05	7141	md	storage_pattern	semantic_read	80	ARCH-ADAPTER;ARCH-ORACLE;ARCH-DEFER	A06-000060
06-prd05-prd06	docs_PRD06/graph-learning/pagerank-iteration-convergence-ascii.md	7dd44be9862043bc592d98e7af7ea0985a0938cb4486b1748b6a95a12a37d758	7468	md	algorithm_pattern	semantic_read	100	ARCH-PAGERANK;ARCH-SPILL;ARCH-ORACLE	A06-000061
06-prd05-prd06	docs_PRD06/graph-learning/pagerank-iteration-convergence-mermaid.md	f35f053536d92030ddab0f36130e8f417d1d44cb54321f6bc84bf78768fa7e27	7745	md	algorithm_pattern	semantic_read	100	ARCH-PAGERANK;ARCH-SPILL;ARCH-ORACLE	A06-000062
06-prd05-prd06	docs_PRD06/graph-learning/pattern-index.md	1b3c10dd7d335647906da480a8288e386412bc75eb9d2153a215b66b02ee5a71	5738	md	pattern_index	semantic_read	90	ARCH-VIEW-FOUNDRY;ARCH-ORACLE	A06-000063
06-prd05-prd06	docs_PRD06/graph-learning/pmf-analysis-apache-ecosystem-lens.md	7d85a4a90b9f0d32c4b66c2793830bbe7a6ff875d2997d1416d83690bc17c555	12531	md	pmf_analysis	semantic_read	97	ARCH-PMF;ARCH-BOUNDARY;ARCH-RECEIPT	A06-000064
06-prd05-prd06	docs_PRD06/graph-learning/pmf-analysis-shreyas-doshi-lens.md	66eb5e8f60ca473f02bbfea1d3a0b760de3e14d893b78e11d1c584ec584c47fa	13216	md	pmf_analysis	semantic_read	97	ARCH-PMF;ARCH-BOUNDARY;ARCH-RECEIPT	A06-000065
06-prd05-prd06	docs_PRD06/graph-learning/posting-block-compression-ascii.md	f838ddc34392cbeb811f32b63d44b63727c05b7849a62072c39d9c259cc444e3	6766	md	storage_pattern	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000066
06-prd05-prd06	docs_PRD06/graph-learning/posting-block-compression-mermaid.md	e16a26088b94be5511f20b5e082b04b08f2ab2b26aca6e30eb0632447d5cd195	7917	md	storage_pattern	semantic_read	68	ARCH-COMPRESSED-SETS;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000067
06-prd05-prd06	docs_PRD06/graph-learning/product-quantization-ladder-ascii.md	2e1cff83f5695b64505c1dc04d9a7872f224b0cb05bbaf591b8b15d5fb6aea8f	6504	md	storage_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000068
06-prd05-prd06	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	b3810808fc4ba89c2724499a89c6e77f94063b41be62c9dbea93684f2ff93cc5	7721	md	storage_pattern	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000069
06-prd05-prd06	docs_PRD06/graph-learning/proprietary-tools-landscape.md	0abc89d73da0c2d3b993c310cc49498452e9f7427db37be0084e98143493d74f	6866	md	market_landscape	semantic_read	62	ARCH-PMF;ARCH-DEFER	A06-000070
06-prd05-prd06	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	1b5b52e53a5da417877d1c5b3634afdfa41b7d49e747ff1b518de8f12c8c56f8	7046	md	execution_pattern	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000071
06-prd05-prd06	docs_PRD06/graph-learning/pull-operator-pipeline-mermaid.md	336899e68576e5d0fde4b6a6805efd761b28db54ac7da8622e23fc38e8740d7c	7366	md	execution_pattern	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000072
06-prd05-prd06	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	caac0b3bed1bdb18a55dec33f0e8fd5b52817842e32823f7e48dcb372d1a8bf0	7909	md	storage_pattern	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000073
06-prd05-prd06	docs_PRD06/graph-learning/record-chain-adjacency-mermaid.md	8f031145fa5f6464a65865369e632509dddd05130d39ab858fbd651602e79982	8354	md	storage_pattern	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000074
06-prd05-prd06	docs_PRD06/graph-learning/research-papers-ledger.md	822b3124eb8036a9a0247ffef270e5c0eb9b966c14274887116beb9456234416	8198	md	research_ledger	semantic_read	84	ARCH-ORACLE;ARCH-VIEW-FOUNDRY	A06-000075
06-prd05-prd06	docs_PRD06/graph-learning/roaring-bitmap-idsets-ascii.md	59c7aa866af4664ae07a1fd0c5599072116f01f2252e7f6cbd707c2229519086	6930	md	storage_pattern	semantic_read	97	ARCH-COMPRESSED-SETS;ARCH-PATH;ARCH-SIMILARITY;ARCH-TRIANGLE	A06-000076
06-prd05-prd06	docs_PRD06/graph-learning/roaring-bitmap-idsets-mermaid.md	9dcca37aff571e23c45cb41303d17f1f3ac72d706f65d26d0888b36974db99b0	6729	md	storage_pattern	semantic_read	97	ARCH-COMPRESSED-SETS;ARCH-PATH;ARCH-SIMILARITY;ARCH-TRIANGLE	A06-000077
06-prd05-prd06	docs_PRD06/graph-learning/semiring-matrix-traversal-ascii.md	d3946c2fa25fabb548435a08585b90b13d92d68970843ee806aea23cb5fb3756	7997	md	execution_pattern	semantic_read	82	ARCH-ORACLE;ARCH-PATH;ARCH-WCC;ARCH-PAGERANK	A06-000078
06-prd05-prd06	docs_PRD06/graph-learning/semiring-matrix-traversal-mermaid.md	ef1fb3e2088ccb7445bca0a16911f33fb14bf20b8125368248213636612f48e1	7986	md	execution_pattern	semantic_read	82	ARCH-ORACLE;ARCH-PATH;ARCH-WCC;ARCH-PAGERANK	A06-000079
06-prd05-prd06	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	b6d42dd53b22a536d28380d5dd5fb0abaaea0dc9856302c578aab36874fc11ea	8190	md	category_synthesis	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000080
06-prd05-prd06	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-mermaid.md	880126ed01e3e71546211ad6a396a5fe05cf9851cd750ab3d84137c738885ce8	7878	md	category_synthesis	semantic_read	76	ARCH-STORAGE-SEAL;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000081
06-prd05-prd06	docs_PRD06/graph-learning/stub-script-conformance-ascii.md	f77f2940499329fa14481dcd3d7cf31ceba3094d0fc38d5f6cc8423afa11d4a2	6943	md	execution_pattern	semantic_read	80	ARCH-ADAPTER;ARCH-ORACLE;ARCH-DEFER	A06-000082
06-prd05-prd06	docs_PRD06/graph-learning/stub-script-conformance-mermaid.md	c88b5ef08a211be9922bdcab972170969bc1f296d7a4338593d6ff66f22f31a1	7288	md	execution_pattern	semantic_read	80	ARCH-ADAPTER;ARCH-ORACLE;ARCH-DEFER	A06-000083
06-prd05-prd06	docs_PRD06/graph-learning/superstep-message-convergence-ascii.md	09d6a164b34656d987a7196a7f10419e5f85c02e0d60435b1e5d92aaa4508812	7404	md	execution_pattern	semantic_read	70	ARCH-PARTITION;ARCH-DEFER;ARCH-ORACLE	A06-000084
06-prd05-prd06	docs_PRD06/graph-learning/superstep-message-convergence-mermaid.md	dd22a3ac944e8d85c4a16cf06bbb448c500f0d41a1491c181f6ff15405fc515a	7683	md	execution_pattern	semantic_read	70	ARCH-PARTITION;ARCH-DEFER;ARCH-ORACLE	A06-000085
06-prd05-prd06	docs_PRD06/graph-learning/tolerant-equivalence-validation-ascii.md	d190330ae5b9b7fb2eb2f9767841bf7dcf328b14a2afd4a42991ceb84a2dd341	7905	md	algorithm_pattern	semantic_read	99	ARCH-ORACLE;ARCH-RECEIPT	A06-000086
06-prd05-prd06	docs_PRD06/graph-learning/tolerant-equivalence-validation-mermaid.md	617784da838e1f321284ea59a047cc819eeea70673ebe0531903f6fc2a7683a4	8306	md	algorithm_pattern	semantic_read	99	ARCH-ORACLE;ARCH-RECEIPT	A06-000087
06-prd05-prd06	docs_PRD06/graph-learning/triple-permutation-indexing-ascii.md	66979b02b8b71637fe5f31cc0828bd342c9b7fff2380562c01ffe6d38707293a	6417	md	storage_pattern	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000088
06-prd05-prd06	docs_PRD06/graph-learning/triple-permutation-indexing-mermaid.md	64f6fb31b47363c364560623a7f71af13a7dc2fd8bc6a13f2e4c450770576120	7579	md	storage_pattern	semantic_read	75	ARCH-BOUNDARY;ARCH-QUERY-ADAPTER;ARCH-VIEW-FOUNDRY;ARCH-DEFER	A06-000089
06-prd05-prd06	docs_PRD06/graph-learning/vector-ann-pattern-synthesis-ascii.md	83813dd9df5b7539e66f2de99ad2b03d2a1efef50d24ee364df7c273f0fb7f84	7080	md	category_synthesis	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000090
06-prd05-prd06	docs_PRD06/graph-learning/vector-ann-pattern-synthesis-mermaid.md	4e068a244ca6dd5b2662a0cd781dd0192f69b0a37c7645d090545bd912c9a509	7781	md	category_synthesis	semantic_read	72	ARCH-ANN;ARCH-SIMILARITY;ARCH-EMBEDDING;ARCH-DEFER	A06-000091
