entry_kind	name	family	mode	estimate_variant	config_inputs	result_columns	source_file	source_line	support_status	architecture_needs	memory_needs	test_oracle	prd_impact	deprecated_by
procedure	gds.graph.writeNodeProperties	catalog	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphWriteNodePropertiesProc.java	52	NeedsArchitectureSpike	snapshot catalog plus sidecars	MissingEvidence	MissingEvidence	Complete GDS surface; Atomic publication	gds.graph.nodeProperties.write
procedure	gds.graph.writeRelationship	catalog	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphWriteRelationshipProc.java	53	NeedsArchitectureSpike	snapshot catalog plus sidecars	MissingEvidence	MissingEvidence	Complete GDS surface; Atomic publication	gds.graph.relationships.write
procedure	gds.internal.graph.sizeOf	catalog	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphMemoryUsageProc.java	38	NeedsArchitectureSpike	snapshot catalog plus sidecars	MissingEvidence	MissingEvidence	Complete GDS surface; Atomic publication	none
procedure	gds.model.drop	catalog	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/catalog/src/main/java/org/neo4j/gds/model/catalog/ModelDropProc.java	40	NeedsArchitectureSpike	snapshot catalog plus sidecars	MissingEvidence	MissingEvidence	Complete GDS surface; Atomic publication	none
procedure	gds.model.exists	catalog	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/catalog/src/main/java/org/neo4j/gds/model/catalog/ModelExistsProc.java	40	NeedsArchitectureSpike	snapshot catalog plus sidecars	MissingEvidence	MissingEvidence	Complete GDS surface; Atomic publication	none
procedure	gds.model.list	catalog	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/catalog/src/main/java/org/neo4j/gds/model/catalog/ModelListProc.java	41	NeedsArchitectureSpike	snapshot catalog plus sidecars	MissingEvidence	MissingEvidence	Complete GDS surface; Atomic publication	none
procedure	gds.alpha.closeness.harmonic.stream	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/harmonic/HarmonicCentralityStreamProc.java	53	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.closeness.harmonic.stream
procedure	gds.alpha.closeness.harmonic.write	centrality	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/harmonic/HarmonicCentralityWriteProc.java	53	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.closeness.harmonic.write
procedure	gds.alpha.hits.mutate	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/hits/HitsMutateProc.java	64	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.hits.mutate
procedure	gds.alpha.hits.mutate.estimate	centrality	M	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/hits/HitsMutateProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.hits.mutate.estimate
procedure	gds.articleRank.mutate	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankMutateProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.mutate.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankMutateProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.stats	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStatsProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.stats.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStatsProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.stream	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStreamProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.stream.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStreamProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.write	centrality	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankWriteProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articleRank.write.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankWriteProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.mutate	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsMutateProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.mutate.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsMutateProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.stats	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStatsProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.stats.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStatsProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.stream	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStreamProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.stream.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStreamProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.write	centrality	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsWriteProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.articulationPoints.write.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsWriteProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.beta.closeness.mutate	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityMutateProc.java	52	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.closeness.mutate
procedure	gds.beta.closeness.stats	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityStatsProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.closeness.stats
procedure	gds.beta.closeness.stream	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityStreamProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.closeness.stream
procedure	gds.beta.closeness.write	centrality	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityWriteProc.java	52	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.closeness.write
procedure	gds.betweenness.mutate	centrality	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityMutateProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.betweenness.mutate.estimate	centrality	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityMutateProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus algorithm state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
