repo_path	repo_name	assigned_file	thematic_slice	inspection_level	canonical_file_mentions	remaining_gap
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/cayley-src	cayley-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/clickhouse-src	clickhouse-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/cugraph-src	cugraph-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/datafusion-comet-src	datafusion-comet-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/datafusion-python-src	datafusion-python-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/dgraph-src	dgraph-src	supplemental-gap-closure-batch-05.md	graph_engines_query_runtimes	direct_source_cited	supplemental-gap-closure-batch-05.md	Posting lists, DQL, Raft WAL, schema/index rebuild, mutation fast path, and compressed UID operators cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/differential-dataflow-src	differential-dataflow-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/duckdb-src	duckdb-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/eclipse-rdf4j-src	eclipse-rdf4j-src	supplemental-gap-closure-batch-04.md	graph_engines_query_runtimes	direct_source_cited	supplemental-gap-closure-batch-04.md	Sail storage/inference boundary and closeable iterators cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/falkordb-src	falkordb-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/fjall-src	fjall-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/galois-src	galois-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/gapbs-src	gapbs-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/graph-csr-openmp-src	graph-csr-openmp-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/graphblas-pointers-src	graphblas-pointers-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/graphblas-src	graphblas-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/graphblas_sparse_linear_algebra-src	graphblas_sparse_linear_algebra-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/graphchi-cpp-src	graphchi-cpp-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/graphscope-src	graphscope-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/gridgraph-src	gridgraph-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/gunrock-src	gunrock-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/helix-db-src	helix-db-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/igraph-src	igraph-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/indradb-src	indradb-src	supplemental-gap-closure-batch-04.md	graph_engines_query_runtimes	direct_source_cited	supplemental-gap-closure-batch-04.md	CGC plus direct source cited transaction traits, query enum, dual edge ranges, and backend fuzzing
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/janusgraph-src	janusgraph-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/jemalloc-src	jemalloc-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	extent cache and delayed coalescing cited; tcache/profiling internals remain optional follow-up
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/kuzu-src	kuzu-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ladybug-src	ladybug-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	morsel parallelism docs cited; source operator deep dive remains optional follow-up
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/lagraph-src	lagraph-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_graphalytics-src	ldbc_graphalytics-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_graphalytics_docs-src	ldbc_graphalytics_docs-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_graphalytics_platforms_arcadedb-src	ldbc_graphalytics_platforms_arcadedb-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md,graph-database-patterns-5.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_graphalytics_platforms_graphblas-src	ldbc_graphalytics_platforms_graphblas-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_snb_interactive_v1_driver-src	ldbc_snb_interactive_v1_driver-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	validation generator and validation-result failure taxonomy cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_snb_interactive_v1_impls-src	ldbc_snb_interactive_v1_impls-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	validation/benchmark mode README cited; implementation-specific query adapters remain optional follow-up
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_snb_interactive_v2_driver-src	ldbc_snb_interactive_v2_driver-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	validation generator, paramgen path curation, and update-stream scripts cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ldbc_snb_interactive_v2_impls-src	ldbc_snb_interactive_v2_impls-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	validation/benchmark mode README and SQLServer operation adapter cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/libcypher-parser-src	libcypher-parser-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	direct_source_cited	graph-database-patterns-5.md	CodeGraphContext, codebase-memory, parser API, result accessors, and error tests cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ligra-src	ligra-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/materialize-src	materialize-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/memgraph-src	memgraph-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/minigraph-src	minigraph-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/nalgebra-src	nalgebra-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ndarray-src	ndarray-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/nebula-src	nebula-src	supplemental-gap-closure-batch-04.md	graph_engines_query_runtimes	direct_source_cited	supplemental-gap-closure-batch-04.md	Pushdown visitor, residual filters, storage mini-plan, and index-only scan path cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/networkit-src	networkit-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/nornicdb-src	nornicdb-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/ongdb-src	ongdb-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/orientdb-src	orientdb-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/petgraph-src	petgraph-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/python-graphblas-src	python-graphblas-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/qdrant-src	qdrant-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/raphtory-src	raphtory-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/redb-src	redb-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/redisgraph-src	redisgraph-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/risingwave-src	risingwave-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/rocksdb-src	rocksdb-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/rust-rocksdb-src	rust-rocksdb-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/rustworkx-src	rustworkx-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/sled-src	sled-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/snap-src	snap-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/sparsetools-src	sparsetools-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/sprs-src	sprs-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/surrealdb-src	surrealdb-src	supplemental-gap-closure-batch-04.md	graph_engines_query_runtimes	direct_source_cited	supplemental-gap-closure-batch-04.md	Typed graph KV ranges, transaction factory, cleanup, and graph lookup planning cited
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/tantivy-src	tantivy-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/terminusdb-src	terminusdb-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/thunderrw-src	thunderrw-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/tigergraph-ecosys-src	tigergraph-ecosys-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/tikv-src	tikv-src	graph-database-patterns-3.md	storage_query_execution_systems	canonical_file_mentioned	graph-database-patterns-3.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/timely-dataflow-src	timely-dataflow-src	graph-database-patterns-4.md	graph_algorithms_sparse_hpc	canonical_file_mentioned	graph-database-patterns-4.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/tracing-src	tracing-src	graph-database-patterns-5.md	parsers_testing_observability_tooling	canonical_file_mentioned	graph-database-patterns-5.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/typedb-src	typedb-src	graph-database-patterns-2.md	graph_engines_query_runtimes	canonical_file_mentioned	graph-database-patterns-2.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/cypher-dsl-src	cypher-dsl-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/cypher-shell-src	cypher-shell-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/gds-agent-src	gds-agent-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/graph-data-science-src	graph-data-science-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-apoc-procedures-src	neo4j-apoc-procedures-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-apoc-src	neo4j-apoc-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-browser-src	neo4j-browser-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-docs-bolt-src	neo4j-docs-bolt-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-dotnet-driver-src	neo4j-dotnet-driver-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-gds-client-src	neo4j-gds-client-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-gds-src	neo4j-gds-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-go-driver-src	neo4j-go-driver-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-java-driver-src	neo4j-java-driver-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-javascript-driver-src	neo4j-javascript-driver-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-ogm-src	neo4j-ogm-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-python-driver-src	neo4j-python-driver-src	graph-database-patterns-1.md	neo4j_family_architecture	canonical_file_mentioned	graph-database-patterns-1.md	verify direct source depth and add missing patterns if high value
