canonical_hint	raw_name	path	line_start	line_end	context_kind	evidence_id
connected-components	connected components	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	99	99	algorithm_family	A07-O0024
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	107	107	algorithm_family	A07-O0025
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	121	121	algorithm_family	A07-O0026
pagerank	PageRank	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	122	122	algorithm	A07-O0027
community-detection	community detection	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	124	124	algorithm_family	A07-O0028
reachability	reverse reach	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	126	126	algorithm_family	A07-O0029
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	130	130	algorithm_family	A07-O0030
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	131	131	algorithm_family	A07-O0031
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	138	138	algorithm_family	A07-O0032
pagerank	PageRank	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	139	139	algorithm	A07-O0033
louvain	Louvain	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	140	140	algorithm	A07-O0034
reachability	reverse reach	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	141	141	algorithm_family	A07-O0035
pagerank	PageRank	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	150	150	algorithm	A07-O0036
reachability	reverse reach	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	153	153	algorithm_family	A07-O0037
scc	SCC	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	157	157	algorithm	A07-O0038
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	159	159	algorithm_family	A07-O0039
betweenness-centrality	betweenness	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	176	176	algorithm	A07-O0040
community-detection	community detection	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	177	177	algorithm_family	A07-O0041
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	179	179	algorithm_family	A07-O0042
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	179	179	algorithm_family	A07-O0043
k-core	k-core	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	180	180	algorithm	A07-O0044
connected-components	connected components	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	193	193	algorithm_family	A07-O0045
betweenness-centrality	betweenness	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	211	211	algorithm	A07-O0046
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	214	214	algorithm_family	A07-O0047
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	216	216	algorithm_family	A07-O0048
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	217	217	algorithm_family	A07-O0049
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	218	218	algorithm_family	A07-O0050
scc	SCC	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	220	220	algorithm	A07-O0051
bolt-protocol	bolt	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	223	223	protocol	A07-O0052
community-detection	community detection	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	231	231	algorithm_family	A07-O0053
pagerank	PageRank	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	232	232	algorithm	A07-O0054
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	234	234	algorithm_family	A07-O0055
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	235	235	algorithm_family	A07-O0056
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	248	248	algorithm_family	A07-O0057
betweenness-centrality	betweenness	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	251	251	algorithm	A07-O0058
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	253	253	algorithm_family	A07-O0059
louvain	Louvain	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	256	256	algorithm	A07-O0060
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	267	267	algorithm_family	A07-O0061
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	270	270	algorithm_family	A07-O0062
community-detection	community detection	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	273	273	algorithm_family	A07-O0063
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	274	274	algorithm_family	A07-O0064
reachability	reachability	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	277	277	algorithm_family	A07-O0065
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	289	289	algorithm_family	A07-O0066
shortest-paths	shortest path	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	291	291	algorithm_family	A07-O0067
community-detection	community detection	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	292	292	algorithm_family	A07-O0068
history-checking	elle	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	292	292	verification_method	A07-O0069
betweenness-centrality	betweenness	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	306	306	algorithm	A07-O0070
pagerank	PageRank	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	308	308	algorithm	A07-O0071
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	308	308	algorithm_family	A07-O0072
reachability	reverse reach	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	309	309	algorithm_family	A07-O0073
betweenness-centrality	betweenness	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	310	310	algorithm	A07-O0074
betweenness-centrality	betweenness	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	314	314	algorithm	A07-O0075
centrality-family	centrality	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	316	316	algorithm_family	A07-O0076
reachability	reverse reach	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	317	317	algorithm_family	A07-O0077
connected-components	WCC	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	324	324	algorithm_family	A07-O0078
connected-components	WCC	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	329	329	algorithm_family	A07-O0079
pagerank	PageRank	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	329	329	algorithm	A07-O0080
louvain	Louvain	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	329	329	algorithm	A07-O0081
k-core	k-core	docs_PRD06/graph-learning/algorithm-application-domains-map-v3.md	329	329	algorithm	A07-O0082
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	1	1	algorithm	A07-O0083
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	1	1	algorithm_family	A07-O0084
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	6	6	algorithm	A07-O0085
wand-pruning	wand	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	6	6	algorithm_family	A07-O0086
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	7	7	algorithm	A07-O0087
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	7	7	algorithm_family	A07-O0088
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	7	7	storage_algorithm	A07-O0089
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	11	11	storage_algorithm	A07-O0090
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	15	15	algorithm	A07-O0091
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	18	18	algorithm_family	A07-O0092
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	21	21	algorithm	A07-O0093
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	23	23	algorithm	A07-O0094
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	28	28	algorithm	A07-O0095
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	30	30	algorithm	A07-O0096
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	32	32	algorithm	A07-O0097
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	34	34	algorithm	A07-O0098
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	48	48	algorithm_family	A07-O0099
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	64	64	storage_algorithm	A07-O0100
hnsw-search	HNSW	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	69	69	algorithm	A07-O0101
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	71	71	algorithm_family	A07-O0102
wand-pruning	BLOCK max	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	74	74	algorithm_family	A07-O0103
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	75	75	storage_algorithm	A07-O0104
wand-pruning	block max	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	76	76	algorithm_family	A07-O0105
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	77	77	algorithm_family	A07-O0106
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	80	80	storage_algorithm	A07-O0107
posting-compression	skip data	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	83	83	storage_algorithm	A07-O0108
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	92	92	algorithm	A07-O0109
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	112	112	storage_algorithm	A07-O0110
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	114	114	algorithm_family	A07-O0111
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	127	127	algorithm	A07-O0112
wand-pruning	block-max	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	128	128	algorithm_family	A07-O0113
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	128	128	storage_algorithm	A07-O0114
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	129	129	algorithm	A07-O0115
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	131	131	algorithm	A07-O0116
rank-fusion	RRF	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	132	132	algorithm_family	A07-O0117
pagerank	PageRank	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	134	134	algorithm	A07-O0118
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	135	135	algorithm_family	A07-O0119
bm25-scoring	bm25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	143	143	algorithm	A07-O0120
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	144	144	algorithm_family	A07-O0121
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	146	146	algorithm	A07-O0122
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	150	150	storage_algorithm	A07-O0123
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	151	151	algorithm_family	A07-O0124
hnsw-search	hnsw	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	152	152	algorithm	A07-O0125
ivf-probe	ivf	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	153	153	algorithm_family	A07-O0126
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	153	153	algorithm_family	A07-O0127
posting-compression	skip data	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	153	153	storage_algorithm	A07-O0128
ivf-probe	IVF	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	154	154	algorithm_family	A07-O0129
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	154	154	algorithm_family	A07-O0130
posting-compression	posting	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	155	155	storage_algorithm	A07-O0131
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	157	157	algorithm	A07-O0132
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	161	161	algorithm_family	A07-O0133
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	163	163	algorithm_family	A07-O0134
bm25-scoring	BM25	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	163	163	algorithm	A07-O0135
wand-pruning	WAND	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	164	164	algorithm_family	A07-O0136
wand-pruning	block-max	docs_PRD06/graph-learning/bm25-wand-pruning-ascii.md	165	165	algorithm_family	A07-O0137
semiring-traversal	GraphBLAS	docs_PRD06/graph-learning/corpus-ledger.tsv	12	12	algorithm_family	A07-O0138
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-ledger.tsv	33	33	algorithm	A07-O0139
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/corpus-ledger.tsv	33	33	protocol	A07-O0140
incremental-delta-iteration	differential dataflow	docs_PRD06/graph-learning/corpus-ledger.tsv	42	42	algorithm_family	A07-O0141
history-checking	jepsen	docs_PRD06/graph-learning/corpus-ledger.tsv	44	44	verification_method	A07-O0142
bolt-protocol	Bolt	docs_PRD06/graph-learning/corpus-ledger.tsv	49	49	protocol	A07-O0143
bolt-protocol	Bolt	docs_PRD06/graph-learning/corpus-ledger.tsv	51	51	protocol	A07-O0144
bolt-protocol	Bolt	docs_PRD06/graph-learning/corpus-ledger.tsv	53	53	protocol	A07-O0145
bolt-protocol	Bolt	docs_PRD06/graph-learning/corpus-ledger.tsv	55	55	protocol	A07-O0146
bolt-protocol	Bolt	docs_PRD06/graph-learning/corpus-ledger.tsv	57	57	protocol	A07-O0147
stub-conformance	testkit	docs_PRD06/graph-learning/corpus-ledger.tsv	64	64	verification_method	A07-O0148
bolt-protocol	Bolt Protocol	docs_PRD06/graph-learning/corpus-ledger.tsv	65	65	protocol	A07-O0149
graph-partitioning	Graph Partition	docs_PRD06/graph-learning/corpus-ledger.tsv	77	77	algorithm_family	A07-O0150
out-of-core-graph-processing	GraphChi	docs_PRD06/graph-learning/corpus-ledger.tsv	79	79	storage_algorithm	A07-O0151
semiring-traversal	GraphBLAS	docs_PRD06/graph-learning/corpus-ledger.tsv	85	85	algorithm_family	A07-O0152
semiring-traversal	GraphBLAS	docs_PRD06/graph-learning/corpus-ledger.tsv	89	89	algorithm_family	A07-O0153
out-of-core-graph-processing	Out-of-core	docs_PRD06/graph-learning/corpus-ledger.tsv	93	93	storage_algorithm	A07-O0154
vamana-ann	DiskANN	docs_PRD06/graph-learning/corpus-ledger.tsv	113	113	algorithm_family	A07-O0155
vamana-ann	DiskANN	docs_PRD06/graph-learning/corpus-ledger.tsv	115	115	algorithm_family	A07-O0156
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-ledger.tsv	121	121	algorithm	A07-O0157
vamana-ann	DiskANN	docs_PRD06/graph-learning/corpus-ledger.tsv	121	121	algorithm_family	A07-O0158
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-ledger.tsv	122	122	algorithm	A07-O0159
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-ledger.tsv	123	123	algorithm	A07-O0160
lsm-compaction	lsm	docs_PRD06/graph-learning/corpus-ledger.tsv	160	160	storage_algorithm	A07-O0161
roaring-idsets	Roaring	docs_PRD06/graph-learning/corpus-ledger.tsv	161	161	storage_algorithm	A07-O0162
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-ledger.tsv	166	166	storage_algorithm	A07-O0163
roaring-idsets	Roaring	docs_PRD06/graph-learning/corpus-ledger.tsv	168	168	storage_algorithm	A07-O0164
roaring-idsets	Roaring	docs_PRD06/graph-learning/corpus-ledger.tsv	171	171	storage_algorithm	A07-O0165
lsm-compaction	lsm	docs_PRD06/graph-learning/corpus-ledger.tsv	173	173	storage_algorithm	A07-O0166
delta-stepping	Delta Stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	1	1	algorithm	A07-O0167
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	6	6	algorithm	A07-O0168
shortest-paths	shortest path	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	7	7	algorithm_family	A07-O0169
dijkstra	Dijkstra	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	7	7	algorithm	A07-O0170
dijkstra	Dijkstra	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	13	13	algorithm	A07-O0171
bellman-ford	Bellman-Ford	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	14	14	algorithm	A07-O0172
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	15	15	algorithm	A07-O0173
a-star	a*	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	53	53	algorithm	A07-O0174
bfs	BFS	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	78	78	algorithm	A07-O0175
bfs	BFS	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	80	80	algorithm	A07-O0176
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	87	87	algorithm	A07-O0177
semiring-traversal	semiring	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	87	87	algorithm_family	A07-O0178
bfs	BFS	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	88	88	algorithm	A07-O0179
k-core	k-core	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	88	88	algorithm	A07-O0180
pagerank	PageRank	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	98	98	algorithm	A07-O0181
dijkstra	Dijkstra	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	99	99	algorithm	A07-O0182
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	99	99	algorithm	A07-O0183
hook-shortcut	hook	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	108	108	algorithm	A07-O0184
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	145	145	algorithm	A07-O0185
semiring-traversal	semiring	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	151	151	algorithm_family	A07-O0186
hook-shortcut	hooking	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	152	152	algorithm	A07-O0187
lsm-compaction	lsm	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	153	153	storage_algorithm	A07-O0188
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	156	156	algorithm	A07-O0189
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	158	158	algorithm	A07-O0190
semiring-traversal	GraphBLAS	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	158	158	algorithm_family	A07-O0191
delta-stepping	delta-stepping	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	160	160	algorithm	A07-O0192
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/delta-stepping-buckets-mermaid.md	160	160	algorithm_family	A07-O0193
bfs	BFS	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	20	20	algorithm	A07-O0194
csr-build	CSR	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	27	27	storage_algorithm	A07-O0195
roaring-idsets	BITMAP	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	28	28	storage_algorithm	A07-O0196
csr-build	CSR	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	28	28	storage_algorithm	A07-O0197
roaring-idsets	bitmap	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	29	29	storage_algorithm	A07-O0198
bfs	bfs	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	30	30	algorithm	A07-O0199
bfs	bfs	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	37	37	algorithm	A07-O0200
bfs	BFS	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	42	42	algorithm	A07-O0201
frontier-push-pull	Direction-optim	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	42	42	algorithm_family	A07-O0202
csr-build	CSC	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	58	58	storage_algorithm	A07-O0203
roaring-idsets	bitmap	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	67	67	storage_algorithm	A07-O0204
csr-build	CSC	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	67	67	storage_algorithm	A07-O0205
csr-build	CSR	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	77	77	storage_algorithm	A07-O0206
csr-build	CSC	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	78	78	storage_algorithm	A07-O0207
roaring-idsets	bitmap	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	81	81	storage_algorithm	A07-O0208
csr-build	CSC	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	83	83	storage_algorithm	A07-O0209
csr-build	CSR	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	89	89	storage_algorithm	A07-O0210
lsm-compaction	compaction	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	100	100	storage_algorithm	A07-O0211
lsm-compaction	lsm	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	101	101	storage_algorithm	A07-O0212
frontier-push-pull	push/pull	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	107	107	algorithm_family	A07-O0213
superstep-bsp	Pregel	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	110	110	algorithm_family	A07-O0214
bfs	BFS	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	114	114	algorithm	A07-O0215
bfs	BFS	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	118	118	algorithm	A07-O0216
connected-components	connected components	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	119	119	algorithm_family	A07-O0217
pagerank	PageRank	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	120	120	algorithm	A07-O0218
delta-stepping	delta-stepping	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	121	121	algorithm	A07-O0219
bfs	bfs	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	129	129	algorithm	A07-O0220
csr-build	csr	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	137	137	storage_algorithm	A07-O0221
roaring-idsets	roaring	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	138	138	storage_algorithm	A07-O0222
delta-stepping	delta-stepping	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	139	139	algorithm	A07-O0223
lsm-compaction	lsm	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	142	142	storage_algorithm	A07-O0224
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/frontier-pushpull-switching-mermaid.md	151	151	algorithm_family	A07-O0225
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	1	1	storage_algorithm	A07-O0226
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	6	6	storage_algorithm	A07-O0227
fst-dictionary	finite-state transducer	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	7	7	storage_algorithm	A07-O0228
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	7	7	storage_algorithm	A07-O0229
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	11	11	storage_algorithm	A07-O0230
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	12	12	storage_algorithm	A07-O0231
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	19	19	algorithm	A07-O0232
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	23	23	storage_algorithm	A07-O0233
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	31	31	storage_algorithm	A07-O0234
