subject_type	subject_rank	lane_id	lane_position	subject_id	source_paper_ids	reader_agent_id	reviewer_agent_id	inspection_status	terminal_disposition	failure_ids	evidence_gap	measurement_needed	reading_coverage	result_checksum
PATTERN	3	G06-LANE-3	1	PAT-BATCH-UPDATES-BEFORE-CONSOLIDATION	PAPER-2603.01779	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-QUERY-HEAVY-OVERLAY-CROSSOVER			PAPER_ROWS:PAPER-2603.01779	FAABDBACC6880F59ABFDB082027A1AFBF7131370C937A28DDFF4DB678AC71C21
PATTERN	4	G06-LANE-4	1	PAT-BOUND-GLOBAL-SCORE-TABLE	PAPER-2104.09616	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-BOUNDED-TABLE-DROPS-CANDIDATES			PAPER_ROWS:PAPER-2104.09616	02A74EAC2D4206883FDF8159A53A50034DB9B3C4BDBE070F3D092CB27356E8CB
PATTERN	5	G06-LANE-5	1	PAT-BOUND-OVERRUN-FROM-SAMPLES	PAPER-2605.19335	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-RECENT-SAMPLES-MISS-SHIFTS			PAPER_ROWS:PAPER-2605.19335	0F44465A6C7DBA01A3D54C87C268A0A89909D01FFA1A877E8051FDFDB1E1BA59
PATTERN	6	G06-LANE-1	2	PAT-BOUND-SEARCH-CANDIDATE-FRONTIER	PAPER-2101.12631	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-BOUNDED-FRONTIER-MISSES-NEAREST			PAPER_ROWS:PAPER-2101.12631	9ECE03E34209BACDF01661353B9BFD9E1782F067DF1E27FCA3B03CBD394D4162
PATTERN	7	G06-LANE-2	2	PAT-CACHE-ENTRY-NEARBY-VERTICES	PAPER-2602.21514	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-STATIC-ENTRY-CACHE-SHIFT			PAPER_ROWS:PAPER-2602.21514	B55532691F0BC8781CB241C5A0741F3290012C4EDA6D0DAB794F4D40D51F0B5B
PATTERN	8	G06-LANE-3	2	PAT-CHECKPOINT-PRUNING-BETWEEN-STALLS	PAPER-2605.19335	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-IOBOUND-UPDATES-EMPTY-STALLS			PAPER_ROWS:PAPER-2605.19335	3A8F53E64BC18999C170236B224ABA96EA16391D1BA24B199FA95F4FD8750BED
PATTERN	9	G06-LANE-4	2	PAT-COLOCATE-NEIGHBOR-CODES-ONDISK	PAPER-2602.21514	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-NEIGHBOR-CODES-AMPLIFY-STORAGE			PAPER_ROWS:PAPER-2602.21514	EED89F977F59CE821ED78FF638B116501A17A59BDA37C7F67DB7A1C45C02AB9E
PATTERN	10	G06-LANE-5	2	PAT-COLOCATE-NEIGHBORS-WITHIN-PAGES	PAPER-2602.21514	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-PAGE-SHUFFLE-EXCEEDS-MEMORY|FAIL-PAGE-SHUFFLE-LOSES-UTILITY			PAPER_ROWS:PAPER-2602.21514	3BF22C0F2B41183F4CBB499CBC50A37BC20D8E0BFE88D1B515CC3610C115801C
PATTERN	11	G06-LANE-1	3	PAT-COMPOSE-MULTIRESOLUTION-CLUSTER-ORDERS	PAPER-1011.5425	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-GRAPH-RESIDENCY-ADDS-PASSES|FAIL-SINGLE-RESOLUTION-LOSES-ORDERING			PAPER_ROWS:PAPER-1011.5425	27BA6C65AB8E74173EBD754CA41C33F4F78AE0CF1F4A470D5141EC3F1BEB4FFE
PATTERN	12	G06-LANE-2	3	PAT-COMPRESS-SORTED-ID-STREAMS	PAPER-HASH-b12240577b20eaad	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-XOR-STREAM-COMPRESSION-CROSSOVER			PAPER_ROWS:PAPER-HASH-b12240577b20eaad	0CAD0CC7ED70DE9C224F9114D71566879F20FE13CA0C46469FA17BD17EAF068A
PATTERN	13	G06-LANE-3	3	PAT-DECOMPOSE-DIFFUSION-INTO-STAGES	PAPER-2104.09616	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-RESIDUAL-PRUNING-BREAKS-EXACTNESS			PAPER_ROWS:PAPER-2104.09616	DBAD5FFC2460B7491D01D633BCEF941C8FD8E3433145EDA14AFD44819EA31099
PATTERN	14	G06-LANE-4	3	PAT-DECOUPLE-NAVIGATION-VECTOR-BLOCKS	PAPER-2603.01779	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-DECOUPLED-LAYOUT-DOUBLES-READS			PAPER_ROWS:PAPER-2603.01779	6714EDCD4E296BBE6530CB90B9B474F18555EE9D710BA2F4F60DB3DC93289EB7
PATTERN	15	G06-LANE-5	3	PAT-EXPLORE-SUPERSET-VERIFY-RESULTS	PAPER-2605.17992	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-FALSE-NEGATIVES-ESCAPE-VERIFICATION|FAIL-FALSE-POSITIVES-AMPLIFY-WORKLOAD			PAPER_ROWS:PAPER-2605.17992	6112038904B83DC7B28B281ABA74A91A330017014EEF4023B72B0C7954ED8D5E
PATTERN	16	G06-LANE-1	4	PAT-FILTER-COMPRESSED-RERANK-EXACTLY	PAPER-2602.21514	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-COMPRESSED-FILTER-DROPS-NEIGHBOR			PAPER_ROWS:PAPER-2602.21514	752A9CE259AD250FA391F540AB80FC174CB59A9522048477EA659C3D188C56D3
PATTERN	17	G06-LANE-2	4	PAT-GROW-BEAM-WIDTH-PROGRESSIVELY	PAPER-2602.21514	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-PROGRESSIVE-BEAM-IO-EXPANSION			PAPER_ROWS:PAPER-2602.21514	A2D1B6E1C78707D628369B3214462ECE349922954E757096D131CF31CAEAD781
PATTERN	18	G06-LANE-3	4	PAT-INFER-UNWEIGHTED-EDGE-VALUES	PAPER-2010.09913	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-WEIGHTED-EDGES-NEED-VALUES			PAPER_ROWS:PAPER-2010.09913	B3708FC0B5113013E0E168BB06ED708B27200F4D78E4D03B9947C4126FC8AB77
PATTERN	19	G06-LANE-4	4	PAT-INLINE-LOW-DEGREE-ADJACENCIES	PAPER-2511.07886	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-INLINE-THRESHOLD-INFLATES-MEMORY			PAPER_ROWS:PAPER-2511.07886	67622E9C18C8B7D874C830B64F09C898F0D87051A5394F0F8D9CACB980942FD0
PATTERN	20	G06-LANE-5	4	PAT-INTERLEAVE-PARTITION-UPDATES-SAFELY	PAPER-1806.08092	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-INTERLEAVING-LOSES-EXCLUSIVE-OWNERSHIP			PAPER_ROWS:PAPER-1806.08092	ED879C4D8CC288038897B6C6118C53F71851A65E6505ACAC124D127F41B73296
PATTERN	21	G06-LANE-1	5	PAT-MATERIALIZE-EACH-PIPELINE-STAGE	PAPER-1603.01876	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-FIXED-ITERATIONS-MISS-CONVERGENCE|FAIL-INMEMORY-SORT-EXCEEDS-BUDGET|FAIL-STAGE-MATERIALIZATION-EXCEEDS-MEMORY			PAPER_ROWS:PAPER-1603.01876	B3943DAB47C0B6AB067C82B5470D2B3138C43D45575C39589102E94D9C67D4D6
PATTERN	22	G06-LANE-2	5	PAT-MERGE-THREAD-LOCAL-COARSENINGS	PAPER-1304.4453	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-PARTIAL-COARSE-GRAPH-AMPLIFICATION			PAPER_ROWS:PAPER-1304.4453	BE30E37BD22B5722517EF14B0F8496966F09A465CCFEC6D998479718E41127F0
PATTERN	23	G06-LANE-3	5	PAT-NAVIGATE-BINARY-RERANK-EXACTLY	PAPER-2605.02171	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-INCOMPATIBLE-GEOMETRY-COLLAPSES-RECALL			PAPER_ROWS:PAPER-2605.02171	8569AA1622EECDCD4F1594381D955A56626A7DDA7C77B1B400A994DCBA9233E1
PATTERN	24	G06-LANE-4	5	PAT-NAVIGATE-MEMORY-BEFORE-DISK	PAPER-2602.21514	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-NAVIGATION-SAMPLE-MISSES-REGIONS			PAPER_ROWS:PAPER-2602.21514	05B91810BAC7C584F8AA1014933468565C5B65BE3744C72F34B0BCDAE7293C87
PATTERN	25	G06-LANE-5	5	PAT-ORDER-QUERIES-WITH-STREAM	PAPER-2112.00098	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-AGING-SUSPENDS-STREAM-QUERIES|FAIL-LARGE-OUTPUTS-SERIALIZE-QUERIES			PAPER_ROWS:PAPER-2112.00098	C0CA765E2321F89AE6C2B5342B992C21E9526C83DA59D4D46AF0D979DFD0AA31
PATTERN	26	G06-LANE-1	6	PAT-PACK-CONNECTIVITY-STATE-PREFIX	PAPER-2112.00098	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-FULL-RING-REJECTS-INGESTION			PAPER_ROWS:PAPER-2112.00098	F070EBB663868CFFC1D6DF3BA8C38B840548B2FAE0CD523032C12AED54EAAD03
PATTERN	27	G06-LANE-2	6	PAT-PACK-NONEMPTY-SPARSE-ROWS	PAPER-1602.02864	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-SPARSE-ROW-ADVANTAGE-VANISHES			PAPER_ROWS:PAPER-1602.02864	60360706C4B3B0DCDA95AD1936DC78350144655E4582E8352286D20908CB5DE0
PATTERN	28	G06-LANE-3	6	PAT-PARTITION-UPDATES-BY-DESTINATION	PAPER-1905.04264	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-ALLACTIVE-MUTATIONS-AMPLIFY-LOGGING|FAIL-INTERVAL-LOG-EXCEEDS-MEMORY			PAPER_ROWS:PAPER-1905.04264	EB3A756BE82A5CCCAF7EE357A56900C88DEE5825D738F3DDC9690016B85BA7FB
PATTERN	29	G06-LANE-4	6	PAT-PIPELINE-ASYNC-IO-COMPUTE	PAPER-2511.07886	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-SPECULATIVE-READS-SATURATE-DEVICE|FAIL-SYNCHRONOUS-BARRIERS-DEFEAT-PIPELINE			PAPER_ROWS:PAPER-2511.07886	4E19C41D1C49773DE8D66C6365D522D1685B415F209745F62EBEEC24A7682AFD
PATTERN	30	G06-LANE-5	6	PAT-PIPELINE-ASYNCHRONOUS-DISK-READS	PAPER-2602.21514	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-SERIAL-DEPENDENCIES-ELIMINATE-OVERLAP			PAPER_ROWS:PAPER-2602.21514	6561622816107C5A9780C4B67E9EF3D209A4315D77FEA96947A59B708B50E75C
PATTERN	31	G06-LANE-1	7	PAT-PLACE-SCALE-GROWING-STATE	PAPER-2603.01779	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-ESTIMATOR-OMITS-PEAK-OVERHEAD|FAIL-TIGHT-MEMORY-INCREASES-RUNTIME			PAPER_ROWS:PAPER-2603.01779	A1A5FADC4923B7E4735F9D3DA1BB54501E3A1E93D998DC700400415F92FBF046
PATTERN	32	G06-LANE-2	7	PAT-PREFETCH-CANDIDATE-BLOCKS-ASYNCHRONOUSLY	PAPER-2603.01779	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-SPECULATIVE-PREFETCH-READ-AMPLIFICATION			PAPER_ROWS:PAPER-2603.01779	DFD6975F745B15BC39F8D256E00D6E7845B52F7EDD9D82B4E8791B24F0E8FD97
PATTERN	33	G06-LANE-3	7	PAT-PREFETCH-DISPLACED-SEARCH-STATE	PAPER-2605.19335	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-LATE-PREFETCH-MISSES-REUSE			PAPER_ROWS:PAPER-2605.19335	D8B8EFADEF6EBAF17E26C67717F065EB64ABE1680C1BF40C62BACB960A1F9C6E
